fiscal_year,state,region,gender,unemployment_rate,unit,note
2022-23,Maharashtra,rural,person,2.3,unemployment_rate in percentage,
2022-23,Maharashtra,urban,male,4.5,unemployment_rate in percentage,
2022-23,Maharashtra,urban,female,6.5,unemployment_rate in percentage,
2022-23,Maharashtra,urban,person,5,unemployment_rate in percentage,
2022-23,Maharashtra,rural+urban,male,3.8,unemployment_rate in percentage,
2022-23,Maharashtra,rural+urban,female,2.5,unemployment_rate in percentage,
2022-23,Maharashtra,rural+urban,person,3.3,unemployment_rate in percentage,
2022-23,Manipur,rural,male,4.3,unemployment_rate in percentage,
2022-23,Manipur,rural,female,4.9,unemployment_rate in percentage,
2022-23,Manipur,rural,person,4.5,unemployment_rate in percentage,
2022-23,Manipur,urban,male,6.2,unemployment_rate in percentage,
2022-23,Manipur,urban,female,3.6,unemployment_rate in percentage,
2022-23,Manipur,urban,person,5.3,unemployment_rate in percentage,
2022-23,Manipur,rural+urban,male,4.8,unemployment_rate in percentage,
2022-23,Manipur,rural+urban,female,4.5,unemployment_rate in percentage,
2022-23,Manipur,rural+urban,person,4.7,unemployment_rate in percentage,
2022-23,Meghalaya,rural,male,3.6,unemployment_rate in percentage,
2022-23,Meghalaya,rural,female,6.8,unemployment_rate in percentage,
2022-23,Meghalaya,rural,person,5.1,unemployment_rate in percentage,
2022-23,Meghalaya,urban,male,8.3,unemployment_rate in percentage,
2022-23,Meghalaya,urban,female,18.2,unemployment_rate in percentage,
2022-23,Meghalaya,urban,person,12.3,unemployment_rate in percentage,
2022-23,Meghalaya,rural+urban,male,4.3,unemployment_rate in percentage,
2022-23,Meghalaya,rural+urban,female,8.3,unemployment_rate in percentage,
2022-23,Meghalaya,rural+urban,person,6.1,unemployment_rate in percentage,
2022-23,Mizoram,rural,male,1,unemployment_rate in percentage,
2022-23,Mizoram,rural,female,1.5,unemployment_rate in percentage,
2022-23,Mizoram,rural,person,1.2,unemployment_rate in percentage,
2022-23,Mizoram,urban,male,2.6,unemployment_rate in percentage,
2022-23,Mizoram,urban,female,4.9,unemployment_rate in percentage,
2022-23,Mizoram,urban,person,3.5,unemployment_rate in percentage,
2022-23,Mizoram,rural+urban,male,1.7,unemployment_rate in percentage,
2022-23,Mizoram,rural+urban,female,3,unemployment_rate in percentage,
2022-23,Mizoram,rural+urban,person,2.2,unemployment_rate in percentage,
2022-23,Nagaland,rural,male,4.4,unemployment_rate in percentage,
2022-23,Nagaland,rural,female,2.7,unemployment_rate in percentage,
2022-23,Nagaland,rural,person,3.7,unemployment_rate in percentage,
2022-23,Nagaland,urban,male,9.3,unemployment_rate in percentage,
2022-23,Nagaland,urban,female,11.1,unemployment_rate in percentage,
2022-23,Nagaland,urban,person,9.9,unemployment_rate in percentage,
2022-23,Nagaland,rural+urban,male,5.6,unemployment_rate in percentage,
2022-23,Nagaland,rural+urban,female,4.5,unemployment_rate in percentage,
2022-23,Nagaland,rural+urban,person,5.2,unemployment_rate in percentage,
2022-23,Odisha,rural,male,5.9,unemployment_rate in percentage,
2022-23,Odisha,rural,female,3.5,unemployment_rate in percentage,
2022-23,Odisha,rural,person,5.2,unemployment_rate in percentage,
2022-23,Odisha,urban,male,7.2,unemployment_rate in percentage,
2022-23,Odisha,urban,female,9.1,unemployment_rate in percentage,
2022-23,Odisha,urban,person,7.6,unemployment_rate in percentage,
2022-23,Odisha,rural+urban,male,6.1,unemployment_rate in percentage,
2022-23,Odisha,rural+urban,female,4.1,unemployment_rate in percentage,
2022-23,Odisha,rural+urban,person,5.5,unemployment_rate in percentage,
2022-23,Punjab,rural,male,5.5,unemployment_rate in percentage,
2022-23,Punjab,rural,female,9.8,unemployment_rate in percentage,
2022-23,Punjab,rural,person,6.5,unemployment_rate in percentage,
2022-23,Punjab,urban,male,5.2,unemployment_rate in percentage,
2022-23,Punjab,urban,female,9.1,unemployment_rate in percentage,
2022-23,Punjab,urban,person,6.1,unemployment_rate in percentage,
2022-23,Punjab,rural+urban,male,5.4,unemployment_rate in percentage,
2022-23,Punjab,rural+urban,female,9.6,unemployment_rate in percentage,
2022-23,Punjab,rural+urban,person,6.3,unemployment_rate in percentage,
2022-23,Rajasthan,rural,male,5.8,unemployment_rate in percentage,
2022-23,Rajasthan,rural,female,2.2,unemployment_rate in percentage,
2022-23,Rajasthan,rural,person,4.4,unemployment_rate in percentage,
2022-23,Rajasthan,urban,male,7.9,unemployment_rate in percentage,
2022-23,Rajasthan,urban,female,12.6,unemployment_rate in percentage,
2022-23,Rajasthan,urban,person,8.9,unemployment_rate in percentage,
2022-23,Rajasthan,rural+urban,male,6.3,unemployment_rate in percentage,
2022-23,Rajasthan,rural+urban,female,3.6,unemployment_rate in percentage,
2022-23,Rajasthan,rural+urban,person,5.4,unemployment_rate in percentage,
2022-23,Sikkim,rural,male,2.1,unemployment_rate in percentage,
2022-23,Sikkim,rural,female,3.4,unemployment_rate in percentage,
2022-23,Sikkim,rural,person,2.7,unemployment_rate in percentage,
2022-23,Sikkim,urban,male,1.7,unemployment_rate in percentage,
2022-23,Sikkim,urban,female,4.5,unemployment_rate in percentage,
2022-23,Sikkim,urban,person,2.4,unemployment_rate in percentage,
2022-23,Sikkim,rural+urban,male,2,unemployment_rate in percentage,
2022-23,Sikkim,rural+urban,female,3.6,unemployment_rate in percentage,
2022-23,Sikkim,rural+urban,person,2.7,unemployment_rate in percentage,
2022-23,Tamil Nadu,rural,male,4.8,unemployment_rate in percentage,
2022-23,Tamil Nadu,rural,female,7,unemployment_rate in percentage,
2022-23,Tamil Nadu,rural,person,5.6,unemployment_rate in percentage,
2022-23,Tamil Nadu,urban,male,4.9,unemployment_rate in percentage,
2022-23,Tamil Nadu,urban,female,7.9,unemployment_rate in percentage,
2022-23,Tamil Nadu,urban,person,5.7,unemployment_rate in percentage,
2022-23,Tamil Nadu,rural+urban,male,4.8,unemployment_rate in percentage,
2022-23,Tamil Nadu,rural+urban,female,7.2,unemployment_rate in percentage,
2022-23,Tamil Nadu,rural+urban,person,5.7,unemployment_rate in percentage,
2022-23,Telangana,rural,male,3.9,unemployment_rate in percentage,
2022-23,Telangana,rural,female,2.2,unemployment_rate in percentage,
2022-23,Telangana,rural,person,3.2,unemployment_rate in percentage,
2022-23,Telangana,urban,male,7.5,unemployment_rate in percentage,
2022-23,Telangana,urban,female,9.9,unemployment_rate in percentage,
2022-23,Telangana,urban,person,8.1,unemployment_rate in percentage,
2022-23,Telangana,rural+urban,male,5.2,unemployment_rate in percentage,
2022-23,Telangana,rural+urban,female,3.9,unemployment_rate in percentage,
2022-23,Telangana,rural+urban,person,4.7,unemployment_rate in percentage,
2022-23,Tripura,rural,male,1.3,unemployment_rate in percentage,
2022-23,Tripura,rural,female,0.6,unemployment_rate in percentage,
2022-23,Tripura,rural,person,1.1,unemployment_rate in percentage,
2022-23,Tripura,urban,male,2.6,unemployment_rate in percentage,
2022-23,Tripura,urban,female,4,unemployment_rate in percentage,
2022-23,Tripura,urban,person,3,unemployment_rate in percentage,
2022-23,Tripura,rural+urban,male,1.5,unemployment_rate in percentage,
2022-23,Tripura,rural+urban,female,1.1,unemployment_rate in percentage,
2022-23,Tripura,rural+urban,person,1.4,unemployment_rate in percentage,
2022-23,Uttarakhand,rural,male,4.9,unemployment_rate in percentage,
2022-23,Uttarakhand,rural,female,5.8,unemployment_rate in percentage,
2022-23,Uttarakhand,rural,person,5.2,unemployment_rate in percentage,
2022-23,Uttarakhand,urban,male,6.4,unemployment_rate in percentage,
2022-23,Uttarakhand,urban,female,12.1,unemployment_rate in percentage,
2022-23,Uttarakhand,urban,person,7.2,unemployment_rate in percentage,
2022-23,Uttarakhand,rural+urban,male,5.3,unemployment_rate in percentage,
2022-23,Uttarakhand,rural+urban,female,6.7,unemployment_rate in percentage,
2022-23,Uttarakhand,rural+urban,person,5.7,unemployment_rate in percentage,
2022-23,Uttar Pradesh,rural,male,2.7,unemployment_rate in percentage,
2022-23,Uttar Pradesh,rural,female,1.5,unemployment_rate in percentage,
2022-23,Uttar Pradesh,rural,person,2.5,unemployment_rate in percentage,
2022-23,Uttar Pradesh,urban,male,6,unemployment_rate in percentage,
2022-23,Uttar Pradesh,urban,female,13.8,unemployment_rate in percentage,
2022-23,Uttar Pradesh,urban,person,7,unemployment_rate in percentage,
2022-23,Uttar Pradesh,rural+urban,male,3.4,unemployment_rate in percentage,
2022-23,Uttar Pradesh,rural+urban,female,2.9,unemployment_rate in percentage,
2022-23,Uttar Pradesh,rural+urban,person,3.3,unemployment_rate in percentage,
2022-23,West Bengal,rural,male,2.3,unemployment_rate in percentage,
2022-23,West Bengal,rural,female,2.2,unemployment_rate in percentage,
2022-23,West Bengal,rural,person,2.3,unemployment_rate in percentage,
2022-23,West Bengal,urban,male,4,unemployment_rate in percentage,
2022-23,West Bengal,urban,female,7.6,unemployment_rate in percentage,
2022-23,West Bengal,urban,person,4.8,unemployment_rate in percentage,
2022-23,West Bengal,rural+urban,male,2.8,unemployment_rate in percentage,
2022-23,West Bengal,rural+urban,female,3.8,unemployment_rate in percentage,
2022-23,West Bengal,rural+urban,person,3,unemployment_rate in percentage,
2022-23,Andaman and Nicobar Islands,rural,male,8.2,unemployment_rate in percentage,
2022-23,Andaman and Nicobar Islands,rural,female,18.4,unemployment_rate in percentage,
2022-23,Andaman and Nicobar Islands,rural,person,11.6,unemployment_rate in percentage,
2022-23,Andaman and Nicobar Islands,urban,male,9,unemployment_rate in percentage,
2022-23,Andaman and Nicobar Islands,urban,female,34,unemployment_rate in percentage,
2022-23,Andaman and Nicobar Islands,urban,person,17.8,unemployment_rate in percentage,
2022-23,Andaman and Nicobar Islands,rural+urban,male,8.6,unemployment_rate in percentage,
2022-23,Andaman and Nicobar Islands,rural+urban,female,25.4,unemployment_rate in percentage,
2022-23,Andaman and Nicobar Islands,rural+urban,person,14.3,unemployment_rate in percentage,
2022-23,Chandigarh,rural,male,0.7,unemployment_rate in percentage,
2022-23,Chandigarh,rural,female,10.7,unemployment_rate in percentage,
2022-23,Chandigarh,rural,person,3.2,unemployment_rate in percentage,
2022-23,Chandigarh,urban,male,4.5,unemployment_rate in percentage,
2022-23,Chandigarh,urban,female,2.5,unemployment_rate in percentage,
2022-23,Chandigarh,urban,person,4.1,unemployment_rate in percentage,
2022-23,Chandigarh,rural+urban,male,4.3,unemployment_rate in percentage,
2022-23,Chandigarh,rural+urban,female,3.1,unemployment_rate in percentage,
2022-23,Chandigarh,rural+urban,person,4,unemployment_rate in percentage,
2022-23,Dadra and Nagar Haveli and Daman and Diu,rural,male,3.7,unemployment_rate in percentage,
2022-23,Dadra and Nagar Haveli and Daman and Diu,rural,female,6.6,unemployment_rate in percentage,
2022-23,Dadra and Nagar Haveli and Daman and Diu,rural,person,4.7,unemployment_rate in percentage,
2022-23,Dadra and Nagar Haveli and Daman and Diu,urban,male,0.5,unemployment_rate in percentage,
2022-23,Dadra and Nagar Haveli and Daman and Diu,urban,female,5.6,unemployment_rate in percentage,
2022-23,Dadra and Nagar Haveli and Daman and Diu,urban,person,1.4,unemployment_rate in percentage,
2022-23,Dadra and Nagar Haveli and Daman and Diu,rural+urban,male,1.6,unemployment_rate in percentage,
2022-23,Dadra and Nagar Haveli and Daman and Diu,rural+urban,female,6.2,unemployment_rate in percentage,
2022-23,Dadra and Nagar Haveli and Daman and Diu,rural+urban,person,2.7,unemployment_rate in percentage,
2022-23,Jammu and Kashmir,rural,male,4.6,unemployment_rate in percentage,
2022-23,Jammu and Kashmir,rural,female,13,unemployment_rate in percentage,
2022-23,Jammu and Kashmir,rural,person,6.6,unemployment_rate in percentage,
2022-23,Jammu and Kashmir,urban,male,5.9,unemployment_rate in percentage,
2022-23,Jammu and Kashmir,urban,female,30.1,unemployment_rate in percentage,
2022-23,Jammu and Kashmir,urban,person,11.2,unemployment_rate in percentage,
2022-23,Jammu and Kashmir,rural+urban,male,4.9,unemployment_rate in percentage,
2022-23,Jammu and Kashmir,rural+urban,female,15.8,unemployment_rate in percentage,
2022-23,Jammu and Kashmir,rural+urban,person,7.4,unemployment_rate in percentage,
2022-23,Ladakh,rural,male,6.2,unemployment_rate in percentage,
2022-23,Ladakh,rural,female,8.3,unemployment_rate in percentage,
2022-23,Ladakh,rural,person,7,unemployment_rate in percentage,
2022-23,Ladakh,urban,male,8.9,unemployment_rate in percentage,
2022-23,Ladakh,urban,female,19.5,unemployment_rate in percentage,
2022-23,Ladakh,urban,person,12.2,unemployment_rate in percentage,
2022-23,Ladakh,rural+urban,male,6.5,unemployment_rate in percentage,
2022-23,Ladakh,rural+urban,female,9.1,unemployment_rate in percentage,
2022-23,Ladakh,rural+urban,person,7.5,unemployment_rate in percentage,
2022-23,Lakshadweep,rural,male,4.2,unemployment_rate in percentage,
2022-23,Lakshadweep,rural,female,29.7,unemployment_rate in percentage,
2022-23,Lakshadweep,rural,person,7.1,unemployment_rate in percentage,
2022-23,Lakshadweep,urban,male,12.7,unemployment_rate in percentage,
2022-23,Lakshadweep,urban,female,19,unemployment_rate in percentage,
2022-23,Lakshadweep,urban,person,14,unemployment_rate in percentage,
2022-23,Lakshadweep,rural+urban,male,10.5,unemployment_rate in percentage,
2022-23,Lakshadweep,rural+urban,female,20.6,unemployment_rate in percentage,
2022-23,Lakshadweep,rural+urban,person,12.4,unemployment_rate in percentage,
2022-23,Puducherry,rural,male,9.2,unemployment_rate in percentage,
2022-23,Puducherry,rural,female,9,unemployment_rate in percentage,
2022-23,Puducherry,rural,person,9.1,unemployment_rate in percentage,
2022-23,Puducherry,urban,male,5.8,unemployment_rate in percentage,
2022-23,Puducherry,urban,female,8.3,unemployment_rate in percentage,
2022-23,Puducherry,urban,person,6.5,unemployment_rate in percentage,
2022-23,Puducherry,rural+urban,male,7.1,unemployment_rate in percentage,
2022-23,Puducherry,rural+urban,female,8.7,unemployment_rate in percentage,
2022-23,Puducherry,rural+urban,person,7.6,unemployment_rate in percentage,
2022-23,All India,rural,male,3.4,unemployment_rate in percentage,
2022-23,All India,rural,female,3,unemployment_rate in percentage,
2022-23,All India,rural,person,3.3,unemployment_rate in percentage,
2022-23,All India,urban,male,5.1,unemployment_rate in percentage,
2022-23,All India,urban,female,8.8,unemployment_rate in percentage,
2022-23,All India,urban,person,6,unemployment_rate in percentage,
2022-23,All India,rural+urban,male,3.9,unemployment_rate in percentage,
2022-23,All India,rural+urban,female,4.3,unemployment_rate in percentage,
2022-23,All India,rural+urban,person,4,unemployment_rate in percentage,
2021-22,Andhra Pradesh,rural,male,4.5,unemployment_rate in percentage,
2021-22,Andhra Pradesh,rural,female,2.9,unemployment_rate in percentage,
2021-22,Andhra Pradesh,rural,person,3.9,unemployment_rate in percentage,
2021-22,Andhra Pradesh,urban,male,6.3,unemployment_rate in percentage,
2021-22,Andhra Pradesh,urban,female,8,unemployment_rate in percentage,
2021-22,Andhra Pradesh,urban,person,6.8,unemployment_rate in percentage,
2021-22,Andhra Pradesh,rural+urban,male,5,unemployment_rate in percentage,
2021-22,Andhra Pradesh,rural+urban,female,4,unemployment_rate in percentage,
2021-22,Andhra Pradesh,rural+urban,person,4.6,unemployment_rate in percentage,
2021-22,Arunachal Pradesh,rural,male,6.5,unemployment_rate in percentage,
2021-22,Arunachal Pradesh,rural,female,7.9,unemployment_rate in percentage,
2021-22,Arunachal Pradesh,rural,person,6.9,unemployment_rate in percentage,
2021-22,Arunachal Pradesh,urban,male,9.5,unemployment_rate in percentage,
2021-22,Arunachal Pradesh,urban,female,19.5,unemployment_rate in percentage,
2021-22,Arunachal Pradesh,urban,person,12.1,unemployment_rate in percentage,
2021-22,Arunachal Pradesh,rural+urban,male,7,unemployment_rate in percentage,
2021-22,Arunachal Pradesh,rural+urban,female,9.5,unemployment_rate in percentage,
2021-22,Arunachal Pradesh,rural+urban,person,7.7,unemployment_rate in percentage,
2021-22,Assam,rural,male,3.2,unemployment_rate in percentage,
2021-22,Assam,rural,female,4.8,unemployment_rate in percentage,
2021-22,Assam,rural,person,3.5,unemployment_rate in percentage,
2021-22,Assam,urban,male,6.6,unemployment_rate in percentage,
2021-22,Assam,urban,female,21.2,unemployment_rate in percentage,
2021-22,Assam,urban,person,9.8,unemployment_rate in percentage,
2021-22,Assam,rural+urban,male,3.6,unemployment_rate in percentage,
2021-22,Assam,rural+urban,female,6.6,unemployment_rate in percentage,
2021-22,Assam,rural+urban,person,4.2,unemployment_rate in percentage,
2021-22,Bihar,rural,male,6.1,unemployment_rate in percentage,
2021-22,Bihar,rural,female,2.2,unemployment_rate in percentage,
2021-22,Bihar,rural,person,5.7,unemployment_rate in percentage,
2021-22,Bihar,urban,male,10.1,unemployment_rate in percentage,
2021-22,Bihar,urban,female,14.8,unemployment_rate in percentage,
2021-22,Bihar,urban,person,10.6,unemployment_rate in percentage,
2021-22,Bihar,rural+urban,male,6.4,unemployment_rate in percentage,
2021-22,Bihar,rural+urban,female,3.4,unemployment_rate in percentage,
2021-22,Bihar,rural+urban,person,6.1,unemployment_rate in percentage,
2021-22,Chhattisgarh,rural,male,2,unemployment_rate in percentage,
2021-22,Chhattisgarh,rural,female,1.4,unemployment_rate in percentage,
2021-22,Chhattisgarh,rural,person,1.8,unemployment_rate in percentage,
2021-22,Chhattisgarh,urban,male,7,unemployment_rate in percentage,
2021-22,Chhattisgarh,urban,female,9.1,unemployment_rate in percentage,
2021-22,Chhattisgarh,urban,person,7.6,unemployment_rate in percentage,
2021-22,Chhattisgarh,rural+urban,male,3,unemployment_rate in percentage,
2021-22,Chhattisgarh,rural+urban,female,2.4,unemployment_rate in percentage,
2021-22,Chhattisgarh,rural+urban,person,2.7,unemployment_rate in percentage,
2021-22,Delhi,rural,male,4.3,unemployment_rate in percentage,
2021-22,Delhi,rural,female,0,unemployment_rate in percentage,
2021-22,Delhi,rural,person,3.9,unemployment_rate in percentage,
2021-22,Delhi,urban,male,5.4,unemployment_rate in percentage,
2021-22,Delhi,urban,female,6.2,unemployment_rate in percentage,
2021-22,Delhi,urban,person,5.5,unemployment_rate in percentage,
2021-22,Delhi,rural+urban,male,5.4,unemployment_rate in percentage,
2021-22,Delhi,rural+urban,female,6.1,unemployment_rate in percentage,
2021-22,Delhi,rural+urban,person,5.5,unemployment_rate in percentage,
2021-22,Goa,rural,male,10.8,unemployment_rate in percentage,
2021-22,Goa,rural,female,19.7,unemployment_rate in percentage,
2021-22,Goa,rural,person,12.6,unemployment_rate in percentage,
2021-22,Goa,urban,male,9.3,unemployment_rate in percentage,
2021-22,Goa,urban,female,20.1,unemployment_rate in percentage,
2021-22,Goa,urban,person,11.7,unemployment_rate in percentage,
2021-22,Goa,rural+urban,male,9.9,unemployment_rate in percentage,
2021-22,Goa,rural+urban,female,20,unemployment_rate in percentage,
2021-22,Goa,rural+urban,person,12.1,unemployment_rate in percentage,
2021-22,Gujarat,rural,male,2.1,unemployment_rate in percentage,
2021-22,Gujarat,rural,female,1.1,unemployment_rate in percentage,
2021-22,Gujarat,rural,person,1.8,unemployment_rate in percentage,
2021-22,Gujarat,urban,male,2.8,unemployment_rate in percentage,
2021-22,Gujarat,urban,female,3.3,unemployment_rate in percentage,
2021-22,Gujarat,urban,person,2.9,unemployment_rate in percentage,
2021-22,Gujarat,rural+urban,male,2.4,unemployment_rate in percentage,
2021-22,Gujarat,rural+urban,female,1.7,unemployment_rate in percentage,
2021-22,Gujarat,rural+urban,person,2.2,unemployment_rate in percentage,
2021-22,Haryana,rural,male,9.1,unemployment_rate in percentage,
2021-22,Haryana,rural,female,8.9,unemployment_rate in percentage,
2021-22,Haryana,rural,person,9.1,unemployment_rate in percentage,
2021-22,Haryana,urban,male,8.7,unemployment_rate in percentage,
2021-22,Haryana,urban,female,9.4,unemployment_rate in percentage,
2021-22,Haryana,urban,person,8.9,unemployment_rate in percentage,
2021-22,Haryana,rural+urban,male,9,unemployment_rate in percentage,
2021-22,Haryana,rural+urban,female,9.1,unemployment_rate in percentage,
2021-22,Haryana,rural+urban,person,9,unemployment_rate in percentage,
2021-22,Himachal Pradesh,rural,male,7.8,unemployment_rate in percentage,
2021-22,Himachal Pradesh,rural,female,5.2,unemployment_rate in percentage,
2021-22,Himachal Pradesh,rural,person,6.6,unemployment_rate in percentage,
2021-22,Himachal Pradesh,urban,male,5.3,unemployment_rate in percentage,
2021-22,Himachal Pradesh,urban,female,19.4,unemployment_rate in percentage,
2021-22,Himachal Pradesh,urban,person,9.3,unemployment_rate in percentage,
2021-22,Himachal Pradesh,rural+urban,male,7.5,unemployment_rate in percentage,
2021-22,Himachal Pradesh,rural+urban,female,5.9,unemployment_rate in percentage,
2021-22,Himachal Pradesh,rural+urban,person,6.8,unemployment_rate in percentage,
2021-22,Jharkhand,rural,male,3.5,unemployment_rate in percentage,
2021-22,Jharkhand,rural,female,0.3,unemployment_rate in percentage,
2021-22,Jharkhand,rural,person,2.7,unemployment_rate in percentage,
2021-22,Jharkhand,urban,male,6.4,unemployment_rate in percentage,
2021-22,Jharkhand,urban,female,10.7,unemployment_rate in percentage,
2021-22,Jharkhand,urban,person,7.2,unemployment_rate in percentage,
2021-22,Jharkhand,rural+urban,male,4.1,unemployment_rate in percentage,
2021-22,Jharkhand,rural+urban,female,1.7,unemployment_rate in percentage,
2021-22,Jharkhand,rural+urban,person,3.5,unemployment_rate in percentage,
2021-22,Karnataka,rural,male,3.7,unemployment_rate in percentage,
2021-22,Karnataka,rural,female,1.2,unemployment_rate in percentage,
2021-22,Karnataka,rural,person,2.9,unemployment_rate in percentage,
2021-22,Karnataka,urban,male,4.7,unemployment_rate in percentage,
2021-22,Karnataka,urban,female,6.6,unemployment_rate in percentage,
2021-22,Karnataka,urban,person,5.1,unemployment_rate in percentage,
2021-22,Karnataka,rural+urban,male,4,unemployment_rate in percentage,
2021-22,Karnataka,rural+urban,female,2.7,unemployment_rate in percentage,
2021-22,Karnataka,rural+urban,person,3.7,unemployment_rate in percentage,
2021-22,Kerala,rural,male,8.1,unemployment_rate in percentage,
2021-22,Kerala,rural,female,18.2,unemployment_rate in percentage,
2021-22,Kerala,rural,person,11.4,unemployment_rate in percentage,
2021-22,Kerala,urban,male,9.8,unemployment_rate in percentage,
2021-22,Kerala,urban,female,20.5,unemployment_rate in percentage,
2021-22,Kerala,urban,person,13,unemployment_rate in percentage,
2021-22,Kerala,rural+urban,male,8.9,unemployment_rate in percentage,
2021-22,Kerala,rural+urban,female,19.2,unemployment_rate in percentage,
2021-22,Kerala,rural+urban,person,12.2,unemployment_rate in percentage,
2021-22,Madhya Pradesh,rural,male,2.2,unemployment_rate in percentage,
2021-22,Madhya Pradesh,rural,female,0.6,unemployment_rate in percentage,
2021-22,Madhya Pradesh,rural,person,1.8,unemployment_rate in percentage,
2021-22,Madhya Pradesh,urban,male,5.8,unemployment_rate in percentage,
2021-22,Madhya Pradesh,urban,female,7,unemployment_rate in percentage,
2021-22,Madhya Pradesh,urban,person,6,unemployment_rate in percentage,
2021-22,Madhya Pradesh,rural+urban,male,3,unemployment_rate in percentage,
2021-22,Madhya Pradesh,rural+urban,female,1.7,unemployment_rate in percentage,
2021-22,Madhya Pradesh,rural+urban,person,2.7,unemployment_rate in percentage,
2021-22,Maharashtra,rural,male,3.1,unemployment_rate in percentage,
2021-22,Maharashtra,rural,female,1.9,unemployment_rate in percentage,
2021-22,Maharashtra,rural,person,2.7,unemployment_rate in percentage,
2021-22,Maharashtra,urban,male,4.9,unemployment_rate in percentage,
2021-22,Maharashtra,urban,female,6.2,unemployment_rate in percentage,
2021-22,Maharashtra,urban,person,5.3,unemployment_rate in percentage,
2021-22,Maharashtra,rural+urban,male,3.9,unemployment_rate in percentage,
2021-22,Maharashtra,rural+urban,female,3.2,unemployment_rate in percentage,
2021-22,Maharashtra,rural+urban,person,3.7,unemployment_rate in percentage,
2021-22,Manipur,rural,male,7.8,unemployment_rate in percentage,
2021-22,Manipur,rural,female,14.4,unemployment_rate in percentage,
2021-22,Manipur,rural,person,9.5,unemployment_rate in percentage,
2021-22,Manipur,urban,male,6.9,unemployment_rate in percentage,
2021-22,Manipur,urban,female,9.8,unemployment_rate in percentage,
2021-22,Manipur,urban,person,7.7,unemployment_rate in percentage,
2021-22,Manipur,rural+urban,male,7.6,unemployment_rate in percentage,
2021-22,Manipur,rural+urban,female,13,unemployment_rate in percentage,
2021-22,Manipur,rural+urban,person,9,unemployment_rate in percentage,
2021-22,Meghalaya,rural,male,0.9,unemployment_rate in percentage,
2021-22,Meghalaya,rural,female,2.5,unemployment_rate in percentage,
2021-22,Meghalaya,rural,person,1.6,unemployment_rate in percentage,
2021-22,Meghalaya,urban,male,6.9,unemployment_rate in percentage,
2021-22,Meghalaya,urban,female,12.3,unemployment_rate in percentage,
2021-22,Meghalaya,urban,person,8.9,unemployment_rate in percentage,
2021-22,Meghalaya,rural+urban,male,1.8,unemployment_rate in percentage,
2021-22,Meghalaya,rural+urban,female,3.8,unemployment_rate in percentage,
2021-22,Meghalaya,rural+urban,person,2.6,unemployment_rate in percentage,
2021-22,Mizoram,rural,male,2.9,unemployment_rate in percentage,
2021-22,Mizoram,rural,female,6.1,unemployment_rate in percentage,
2021-22,Mizoram,rural,person,4,unemployment_rate in percentage,
2021-22,Mizoram,urban,male,5.8,unemployment_rate in percentage,
2021-22,Mizoram,urban,female,10.1,unemployment_rate in percentage,
2021-22,Mizoram,urban,person,7.2,unemployment_rate in percentage,
2021-22,Mizoram,rural+urban,male,4.2,unemployment_rate in percentage,
2021-22,Mizoram,rural+urban,female,7.9,unemployment_rate in percentage,
2021-22,Mizoram,rural+urban,person,5.4,unemployment_rate in percentage,
2021-22,Nagaland,rural,male,9,unemployment_rate in percentage,
2021-22,Nagaland,rural,female,10.6,unemployment_rate in percentage,
2021-22,Nagaland,rural,person,9.6,unemployment_rate in percentage,
2021-22,Nagaland,urban,male,13.3,unemployment_rate in percentage,
2021-22,Nagaland,urban,female,24.2,unemployment_rate in percentage,
2021-22,Nagaland,urban,person,16.7,unemployment_rate in percentage,
2021-22,Nagaland,rural+urban,male,10,unemployment_rate in percentage,
2021-22,Nagaland,rural+urban,female,13.3,unemployment_rate in percentage,
2021-22,Nagaland,rural+urban,person,11.2,unemployment_rate in percentage,
2021-22,Odisha,rural,male,7.4,unemployment_rate in percentage,
2021-22,Odisha,rural,female,5,unemployment_rate in percentage,
2021-22,Odisha,rural,person,6.8,unemployment_rate in percentage,
2021-22,Odisha,urban,male,9.5,unemployment_rate in percentage,
2021-22,Odisha,urban,female,21.2,unemployment_rate in percentage,
2021-22,Odisha,urban,person,11.8,unemployment_rate in percentage,
2021-22,Odisha,rural+urban,male,7.7,unemployment_rate in percentage,
2021-22,Odisha,rural+urban,female,6.9,unemployment_rate in percentage,
2021-22,Odisha,rural+urban,person,7.5,unemployment_rate in percentage,
2021-22,Punjab,rural,male,5.9,unemployment_rate in percentage,
2021-22,Punjab,rural,female,10.3,unemployment_rate in percentage,
2021-22,Punjab,rural,person,6.8,unemployment_rate in percentage,
2021-22,Punjab,urban,male,5.6,unemployment_rate in percentage,
2021-22,Punjab,urban,female,8.8,unemployment_rate in percentage,
2021-22,Punjab,urban,person,6.2,unemployment_rate in percentage,
2021-22,Punjab,rural+urban,male,5.8,unemployment_rate in percentage,
2021-22,Punjab,rural+urban,female,9.8,unemployment_rate in percentage,
2021-22,Punjab,rural+urban,person,6.6,unemployment_rate in percentage,
2021-22,Rajasthan,rural,male,5.1,unemployment_rate in percentage,
2021-22,Rajasthan,rural,female,1.1,unemployment_rate in percentage,
2021-22,Rajasthan,rural,person,3.7,unemployment_rate in percentage,
2021-22,Rajasthan,urban,male,10.3,unemployment_rate in percentage,
2021-22,Rajasthan,urban,female,14.2,unemployment_rate in percentage,
2021-22,Rajasthan,urban,person,11.1,unemployment_rate in percentage,
