fiscal_year,state,region,gender,unemployment_rate,unit,note
2023-24,Gujarat,rural,male,0.7,unemployment_rate in percentage,
2023-24,Gujarat,rural,female,0.3,unemployment_rate in percentage,
2023-24,Gujarat,rural,person,0.6,unemployment_rate in percentage,
2023-24,Gujarat,urban,male,2.4,unemployment_rate in percentage,
2023-24,Gujarat,urban,female,4.6,unemployment_rate in percentage,
2023-24,Gujarat,urban,person,2.9,unemployment_rate in percentage,
2023-24,Gujarat,rural+urban,male,1.4,unemployment_rate in percentage,
2023-24,Gujarat,rural+urban,female,1.4,unemployment_rate in percentage,
2023-24,Gujarat,rural+urban,person,1.4,unemployment_rate in percentage,
2023-24,Haryana,rural,male,3.9,unemployment_rate in percentage,
2023-24,Haryana,rural,female,1.7,unemployment_rate in percentage,
2023-24,Haryana,rural,person,3.4,unemployment_rate in percentage,
2023-24,Haryana,urban,male,4.2,unemployment_rate in percentage,
2023-24,Haryana,urban,female,3.6,unemployment_rate in percentage,
2023-24,Haryana,urban,person,4,unemployment_rate in percentage,
2023-24,Haryana,rural+urban,male,4,unemployment_rate in percentage,
2023-24,Haryana,rural+urban,female,2.4,unemployment_rate in percentage,
2023-24,Haryana,rural+urban,person,3.6,unemployment_rate in percentage,
2023-24,Himachal Pradesh,rural,male,7.6,unemployment_rate in percentage,
2023-24,Himachal Pradesh,rural,female,12.5,unemployment_rate in percentage,
2023-24,Himachal Pradesh,rural,person,9.9,unemployment_rate in percentage,
2023-24,Himachal Pradesh,urban,male,4.8,unemployment_rate in percentage,
2023-24,Himachal Pradesh,urban,female,20.4,unemployment_rate in percentage,
2023-24,Himachal Pradesh,urban,person,9.7,unemployment_rate in percentage,
2023-24,Himachal Pradesh,rural+urban,male,7.2,unemployment_rate in percentage,
2023-24,Himachal Pradesh,rural+urban,female,13.1,unemployment_rate in percentage,
2023-24,Himachal Pradesh,rural+urban,person,9.9,unemployment_rate in percentage,
2023-24,Jharkhand,rural,male,1.5,unemployment_rate in percentage,
2023-24,Jharkhand,rural,female,0.1,unemployment_rate in percentage,
2023-24,Jharkhand,rural,person,1.1,unemployment_rate in percentage,
2023-24,Jharkhand,urban,male,6.9,unemployment_rate in percentage,
2023-24,Jharkhand,urban,female,8.2,unemployment_rate in percentage,
2023-24,Jharkhand,urban,person,7.1,unemployment_rate in percentage,
2023-24,Jharkhand,rural+urban,male,2.5,unemployment_rate in percentage,
2023-24,Jharkhand,rural+urban,female,1,unemployment_rate in percentage,
2023-24,Jharkhand,rural+urban,person,2.1,unemployment_rate in percentage,
2023-24,Karnataka,rural,male,2.7,unemployment_rate in percentage,
2023-24,Karnataka,rural,female,1,unemployment_rate in percentage,
2023-24,Karnataka,rural,person,2.1,unemployment_rate in percentage,
2023-24,Karnataka,urban,male,4.3,unemployment_rate in percentage,
2023-24,Karnataka,urban,female,4.6,unemployment_rate in percentage,
2023-24,Karnataka,urban,person,4.4,unemployment_rate in percentage,
2023-24,Karnataka,rural+urban,male,3.3,unemployment_rate in percentage,
2023-24,Karnataka,rural+urban,female,2,unemployment_rate in percentage,
2023-24,Karnataka,rural+urban,person,2.9,unemployment_rate in percentage,
2023-24,Kerala,rural,male,5.6,unemployment_rate in percentage,
2023-24,Kerala,rural,female,17.4,unemployment_rate in percentage,
2023-24,Kerala,rural,person,9.7,unemployment_rate in percentage,
2023-24,Kerala,urban,male,5.7,unemployment_rate in percentage,
2023-24,Kerala,urban,female,15.9,unemployment_rate in percentage,
2023-24,Kerala,urban,person,9.2,unemployment_rate in percentage,
2023-24,Kerala,rural+urban,male,5.6,unemployment_rate in percentage,
2023-24,Kerala,rural+urban,female,16.7,unemployment_rate in percentage,
2023-24,Kerala,rural+urban,person,9.5,unemployment_rate in percentage,
2023-24,Madhya Pradesh,rural,male,1.1,unemployment_rate in percentage,
2023-24,Madhya Pradesh,rural,female,1.5,unemployment_rate in percentage,
2023-24,Madhya Pradesh,rural,person,1.2,unemployment_rate in percentage,
2023-24,Madhya Pradesh,urban,male,3.4,unemployment_rate in percentage,
2023-24,Madhya Pradesh,urban,female,4.2,unemployment_rate in percentage,
2023-24,Madhya Pradesh,urban,person,3.5,unemployment_rate in percentage,
2023-24,Madhya Pradesh,rural+urban,male,1.6,unemployment_rate in percentage,
2023-24,Madhya Pradesh,rural+urban,female,2.1,unemployment_rate in percentage,
2023-24,Madhya Pradesh,rural+urban,person,1.7,unemployment_rate in percentage,
2023-24,Maharashtra,rural,male,3.1,unemployment_rate in percentage,
2023-24,Maharashtra,rural,female,1.2,unemployment_rate in percentage,
2023-24,Maharashtra,rural,person,2.4,unemployment_rate in percentage,
2023-24,Maharashtra,urban,male,5,unemployment_rate in percentage,
2023-24,Maharashtra,urban,female,6.4,unemployment_rate in percentage,
2023-24,Maharashtra,urban,person,5.3,unemployment_rate in percentage,
2023-24,Maharashtra,rural+urban,male,3.9,unemployment_rate in percentage,
2023-24,Maharashtra,rural+urban,female,2.8,unemployment_rate in percentage,
2023-24,Maharashtra,rural+urban,person,3.5,unemployment_rate in percentage,
2023-24,Manipur,rural,male,4.8,unemployment_rate in percentage,
2023-24,Manipur,rural,female,6.7,unemployment_rate in percentage,
2023-24,Manipur,rural,person,5.6,unemployment_rate in percentage,
2023-24,Manipur,urban,male,5.8,unemployment_rate in percentage,
2023-24,Manipur,urban,female,10.6,unemployment_rate in percentage,
2023-24,Manipur,urban,person,7.8,unemployment_rate in percentage,
2023-24,Manipur,rural+urban,male,5.1,unemployment_rate in percentage,
2023-24,Manipur,rural+urban,female,7.8,unemployment_rate in percentage,
2023-24,Manipur,rural+urban,person,6.2,unemployment_rate in percentage,
2023-24,Meghalaya,rural,male,4,unemployment_rate in percentage,
2023-24,Meghalaya,rural,female,12.3,unemployment_rate in percentage,
2023-24,Meghalaya,rural,person,7.7,unemployment_rate in percentage,
2023-24,Meghalaya,urban,male,9.2,unemployment_rate in percentage,
2023-24,Meghalaya,urban,female,21.5,unemployment_rate in percentage,
2023-24,Meghalaya,urban,person,14.6,unemployment_rate in percentage,
2023-24,Meghalaya,rural+urban,male,4.7,unemployment_rate in percentage,
2023-24,Meghalaya,rural+urban,female,13.5,unemployment_rate in percentage,
2023-24,Meghalaya,rural+urban,person,8.6,unemployment_rate in percentage,
2023-24,Mizoram,rural,male,1.5,unemployment_rate in percentage,
2023-24,Mizoram,rural,female,1,unemployment_rate in percentage,
2023-24,Mizoram,rural,person,1.3,unemployment_rate in percentage,
2023-24,Mizoram,urban,male,3.2,unemployment_rate in percentage,
2023-24,Mizoram,urban,female,3.9,unemployment_rate in percentage,
2023-24,Mizoram,urban,person,3.4,unemployment_rate in percentage,
2023-24,Mizoram,rural+urban,male,2.2,unemployment_rate in percentage,
2023-24,Mizoram,rural+urban,female,2.4,unemployment_rate in percentage,
2023-24,Mizoram,rural+urban,person,2.3,unemployment_rate in percentage,
2023-24,Nagaland,rural,male,5.7,unemployment_rate in percentage,
2023-24,Nagaland,rural,female,6.7,unemployment_rate in percentage,
2023-24,Nagaland,rural,person,6.1,unemployment_rate in percentage,
2023-24,Nagaland,urban,male,11.6,unemployment_rate in percentage,
2023-24,Nagaland,urban,female,13.5,unemployment_rate in percentage,
2023-24,Nagaland,urban,person,12.3,unemployment_rate in percentage,
2023-24,Nagaland,rural+urban,male,7.3,unemployment_rate in percentage,
2023-24,Nagaland,rural+urban,female,8.2,unemployment_rate in percentage,
2023-24,Nagaland,rural+urban,person,7.7,unemployment_rate in percentage,
2023-24,Odisha,rural,male,5.1,unemployment_rate in percentage,
2023-24,Odisha,rural,female,3.5,unemployment_rate in percentage,
2023-24,Odisha,rural,person,4.6,unemployment_rate in percentage,
2023-24,Odisha,urban,male,6.9,unemployment_rate in percentage,
2023-24,Odisha,urban,female,12.2,unemployment_rate in percentage,
2023-24,Odisha,urban,person,8.2,unemployment_rate in percentage,
2023-24,Odisha,rural+urban,male,5.4,unemployment_rate in percentage,
2023-24,Odisha,rural+urban,female,4.5,unemployment_rate in percentage,
2023-24,Odisha,rural+urban,person,5.1,unemployment_rate in percentage,
2023-24,Punjab,rural,male,5.1,unemployment_rate in percentage,
2023-24,Punjab,rural,female,7.7,unemployment_rate in percentage,
2023-24,Punjab,rural,person,5.8,unemployment_rate in percentage,
2023-24,Punjab,urban,male,4.8,unemployment_rate in percentage,
2023-24,Punjab,urban,female,9.3,unemployment_rate in percentage,
2023-24,Punjab,urban,person,5.8,unemployment_rate in percentage,
2023-24,Punjab,rural+urban,male,5,unemployment_rate in percentage,
2023-24,Punjab,rural+urban,female,8.2,unemployment_rate in percentage,
2023-24,Punjab,rural+urban,person,5.8,unemployment_rate in percentage,
2023-24,Rajasthan,rural,male,4.2,unemployment_rate in percentage,
2023-24,Rajasthan,rural,female,3.8,unemployment_rate in percentage,
2023-24,Rajasthan,rural,person,4.1,unemployment_rate in percentage,
2023-24,Rajasthan,urban,male,7,unemployment_rate in percentage,
2023-24,Rajasthan,urban,female,13.1,unemployment_rate in percentage,
2023-24,Rajasthan,urban,person,8.5,unemployment_rate in percentage,
2023-24,Rajasthan,rural+urban,male,5,unemployment_rate in percentage,
2023-24,Rajasthan,rural+urban,female,5.4,unemployment_rate in percentage,
2023-24,Rajasthan,rural+urban,person,5.1,unemployment_rate in percentage,
2023-24,Sikkim,rural,male,4.6,unemployment_rate in percentage,
2023-24,Sikkim,rural,female,3.5,unemployment_rate in percentage,
2023-24,Sikkim,rural,person,4.1,unemployment_rate in percentage,
2023-24,Sikkim,urban,male,1.8,unemployment_rate in percentage,
2023-24,Sikkim,urban,female,7,unemployment_rate in percentage,
2023-24,Sikkim,urban,person,3.1,unemployment_rate in percentage,
2023-24,Sikkim,rural+urban,male,4,unemployment_rate in percentage,
2023-24,Sikkim,rural+urban,female,3.8,unemployment_rate in percentage,
2023-24,Sikkim,rural+urban,person,3.9,unemployment_rate in percentage,
2023-24,Tamil Nadu,rural,male,4.5,unemployment_rate in percentage,
2023-24,Tamil Nadu,rural,female,5.9,unemployment_rate in percentage,
2023-24,Tamil Nadu,rural,person,5.1,unemployment_rate in percentage,
2023-24,Tamil Nadu,urban,male,3.6,unemployment_rate in percentage,
2023-24,Tamil Nadu,urban,female,7.2,unemployment_rate in percentage,
2023-24,Tamil Nadu,urban,person,4.6,unemployment_rate in percentage,
2023-24,Tamil Nadu,rural+urban,male,4.1,unemployment_rate in percentage,
2023-24,Tamil Nadu,rural+urban,female,6.3,unemployment_rate in percentage,
2023-24,Tamil Nadu,rural+urban,person,4.9,unemployment_rate in percentage,
2023-24,Telangana,rural,male,4.8,unemployment_rate in percentage,
2023-24,Telangana,rural,female,3.4,unemployment_rate in percentage,
2023-24,Telangana,rural,person,4.2,unemployment_rate in percentage,
2023-24,Telangana,urban,male,6.4,unemployment_rate in percentage,
2023-24,Telangana,urban,female,11.1,unemployment_rate in percentage,
2023-24,Telangana,urban,person,7.7,unemployment_rate in percentage,
2023-24,Telangana,rural+urban,male,5.5,unemployment_rate in percentage,
2023-24,Telangana,rural+urban,female,5.4,unemployment_rate in percentage,
2023-24,Telangana,rural+urban,person,5.4,unemployment_rate in percentage,
2023-24,Tripura,rural,male,1.6,unemployment_rate in percentage,
2023-24,Tripura,rural,female,1.3,unemployment_rate in percentage,
2023-24,Tripura,rural,person,1.5,unemployment_rate in percentage,
2023-24,Tripura,urban,male,2.7,unemployment_rate in percentage,
2023-24,Tripura,urban,female,4.8,unemployment_rate in percentage,
2023-24,Tripura,urban,person,3.3,unemployment_rate in percentage,
2023-24,Tripura,rural+urban,male,1.8,unemployment_rate in percentage,
2023-24,Tripura,rural+urban,female,1.7,unemployment_rate in percentage,
2023-24,Tripura,rural+urban,person,1.7,unemployment_rate in percentage,
2023-24,Uttarakhand,rural,male,6.1,unemployment_rate in percentage,
2023-24,Uttarakhand,rural,female,4.6,unemployment_rate in percentage,
2023-24,Uttarakhand,rural,person,5.6,unemployment_rate in percentage,
2023-24,Uttarakhand,urban,male,3.6,unemployment_rate in percentage,
2023-24,Uttarakhand,urban,female,16.9,unemployment_rate in percentage,
2023-24,Uttarakhand,urban,person,6.6,unemployment_rate in percentage,
2023-24,Uttarakhand,rural+urban,male,5.4,unemployment_rate in percentage,
2023-24,Uttarakhand,rural+urban,female,6.6,unemployment_rate in percentage,
2023-24,Uttarakhand,rural+urban,person,5.8,unemployment_rate in percentage,
2023-24,Uttar Pradesh,rural,male,3.4,unemployment_rate in percentage,
2023-24,Uttar Pradesh,rural,female,2.8,unemployment_rate in percentage,
2023-24,Uttar Pradesh,rural,person,3.2,unemployment_rate in percentage,
2023-24,Uttar Pradesh,urban,male,5.9,unemployment_rate in percentage,
2023-24,Uttar Pradesh,urban,female,13.4,unemployment_rate in percentage,
2023-24,Uttar Pradesh,urban,person,7.1,unemployment_rate in percentage,
2023-24,Uttar Pradesh,rural+urban,male,3.9,unemployment_rate in percentage,
2023-24,Uttar Pradesh,rural+urban,female,4.5,unemployment_rate in percentage,
2023-24,Uttar Pradesh,rural+urban,person,4.1,unemployment_rate in percentage,
2023-24,West Bengal,rural,male,3.1,unemployment_rate in percentage,
2023-24,West Bengal,rural,female,5.1,unemployment_rate in percentage,
2023-24,West Bengal,rural,person,3.6,unemployment_rate in percentage,
2023-24,West Bengal,urban,male,3.2,unemployment_rate in percentage,
2023-24,West Bengal,urban,female,7.6,unemployment_rate in percentage,
2023-24,West Bengal,urban,person,4.2,unemployment_rate in percentage,
2023-24,West Bengal,rural+urban,male,3.2,unemployment_rate in percentage,
2023-24,West Bengal,rural+urban,female,5.9,unemployment_rate in percentage,
2023-24,West Bengal,rural+urban,person,3.8,unemployment_rate in percentage,
2023-24,Andaman and Nicobar Islands,rural,male,9.4,unemployment_rate in percentage,
2023-24,Andaman and Nicobar Islands,rural,female,21.2,unemployment_rate in percentage,
2023-24,Andaman and Nicobar Islands,rural,person,13.5,unemployment_rate in percentage,
2023-24,Andaman and Nicobar Islands,urban,male,7.5,unemployment_rate in percentage,
2023-24,Andaman and Nicobar Islands,urban,female,33.9,unemployment_rate in percentage,
2023-24,Andaman and Nicobar Islands,urban,person,14.9,unemployment_rate in percentage,
2023-24,Andaman and Nicobar Islands,rural+urban,male,8.6,unemployment_rate in percentage,
2023-24,Andaman and Nicobar Islands,rural+urban,female,25.9,unemployment_rate in percentage,
2023-24,Andaman and Nicobar Islands,rural+urban,person,14.1,unemployment_rate in percentage,
2023-24,Chandigarh,rural,male,,unemployment_rate in percentage,
2023-24,Chandigarh,rural,female,,unemployment_rate in percentage,
2023-24,Chandigarh,rural,person,,unemployment_rate in percentage,
2023-24,Chandigarh,urban,male,4.4,unemployment_rate in percentage,
2023-24,Chandigarh,urban,female,16.3,unemployment_rate in percentage,
2023-24,Chandigarh,urban,person,7.7,unemployment_rate in percentage,
2023-24,Chandigarh,rural+urban,male,4.4,unemployment_rate in percentage,
2023-24,Chandigarh,rural+urban,female,16.3,unemployment_rate in percentage,
2023-24,Chandigarh,rural+urban,person,7.7,unemployment_rate in percentage,
2023-24,Dadra and Nagar Haveli and Daman and Diu,rural,male,5.4,unemployment_rate in percentage,
2023-24,Dadra and Nagar Haveli and Daman and Diu,rural,female,0,unemployment_rate in percentage,
2023-24,Dadra and Nagar Haveli and Daman and Diu,rural,person,3.1,unemployment_rate in percentage,
2023-24,Dadra and Nagar Haveli and Daman and Diu,urban,male,2.1,unemployment_rate in percentage,
2023-24,Dadra and Nagar Haveli and Daman and Diu,urban,female,3.9,unemployment_rate in percentage,
2023-24,Dadra and Nagar Haveli and Daman and Diu,urban,person,2.4,unemployment_rate in percentage,
2023-24,Dadra and Nagar Haveli and Daman and Diu,rural+urban,male,3.3,unemployment_rate in percentage,
2023-24,Dadra and Nagar Haveli and Daman and Diu,rural+urban,female,1.2,unemployment_rate in percentage,
2023-24,Dadra and Nagar Haveli and Daman and Diu,rural+urban,person,2.7,unemployment_rate in percentage,
2023-24,Jammu and Kashmir,rural,male,6,unemployment_rate in percentage,
2023-24,Jammu and Kashmir,rural,female,17.2,unemployment_rate in percentage,
2023-24,Jammu and Kashmir,rural,person,8.8,unemployment_rate in percentage,
2023-24,Jammu and Kashmir,urban,male,5.3,unemployment_rate in percentage,
2023-24,Jammu and Kashmir,urban,female,35.4,unemployment_rate in percentage,
2023-24,Jammu and Kashmir,urban,person,12.8,unemployment_rate in percentage,
2023-24,Jammu and Kashmir,rural+urban,male,5.9,unemployment_rate in percentage,
2023-24,Jammu and Kashmir,rural+urban,female,20.9,unemployment_rate in percentage,
2023-24,Jammu and Kashmir,rural+urban,person,9.6,unemployment_rate in percentage,
2023-24,Ladakh,rural,male,2.1,unemployment_rate in percentage,
2023-24,Ladakh,rural,female,7.8,unemployment_rate in percentage,
2023-24,Ladakh,rural,person,4.2,unemployment_rate in percentage,
2023-24,Ladakh,urban,male,5.7,unemployment_rate in percentage,
2023-24,Ladakh,urban,female,37.2,unemployment_rate in percentage,
2023-24,Ladakh,urban,person,13.8,unemployment_rate in percentage,
2023-24,Ladakh,rural+urban,male,2.6,unemployment_rate in percentage,
2023-24,Ladakh,rural+urban,female,10.4,unemployment_rate in percentage,
2023-24,Ladakh,rural+urban,person,5.4,unemployment_rate in percentage,
2023-24,Lakshadweep,rural,male,12.8,unemployment_rate in percentage,
2023-24,Lakshadweep,rural,female,53.6,unemployment_rate in percentage,
2023-24,Lakshadweep,rural,person,18.4,unemployment_rate in percentage,
2023-24,Lakshadweep,urban,male,12.1,unemployment_rate in percentage,
2023-24,Lakshadweep,urban,female,28.6,unemployment_rate in percentage,
2023-24,Lakshadweep,urban,person,14.7,unemployment_rate in percentage,
2023-24,Lakshadweep,rural+urban,male,12.3,unemployment_rate in percentage,
2023-24,Lakshadweep,rural+urban,female,36.2,unemployment_rate in percentage,
2023-24,Lakshadweep,rural+urban,person,16,unemployment_rate in percentage,
2023-24,Puducherry,rural,male,0.3,unemployment_rate in percentage,
2023-24,Puducherry,rural,female,5.4,unemployment_rate in percentage,
2023-24,Puducherry,rural,person,2.1,unemployment_rate in percentage,
2023-24,Puducherry,urban,male,7,unemployment_rate in percentage,
2023-24,Puducherry,urban,female,9.8,unemployment_rate in percentage,
2023-24,Puducherry,urban,person,7.9,unemployment_rate in percentage,
2023-24,Puducherry,rural+urban,male,4.4,unemployment_rate in percentage,
2023-24,Puducherry,rural+urban,female,7.9,unemployment_rate in percentage,
2023-24,Puducherry,rural+urban,person,5.6,unemployment_rate in percentage,
2023-24,All India,rural,male,3.4,unemployment_rate in percentage,
2023-24,All India,rural,female,3.7,unemployment_rate in percentage,
2023-24,All India,rural,person,3.5,unemployment_rate in percentage,
2023-24,All India,urban,male,4.8,unemployment_rate in percentage,
2023-24,All India,urban,female,8.7,unemployment_rate in percentage,
2023-24,All India,urban,person,5.7,unemployment_rate in percentage,
2023-24,All India,rural+urban,male,3.8,unemployment_rate in percentage,
2023-24,All India,rural+urban,female,4.9,unemployment_rate in percentage,
2023-24,All India,rural+urban,person,4.1,unemployment_rate in percentage,
2022-23,Andhra Pradesh,rural,male,4,unemployment_rate in percentage,
2022-23,Andhra Pradesh,rural,female,3.2,unemployment_rate in percentage,
2022-23,Andhra Pradesh,rural,person,3.7,unemployment_rate in percentage,
2022-23,Andhra Pradesh,urban,male,6.6,unemployment_rate in percentage,
2022-23,Andhra Pradesh,urban,female,8.1,unemployment_rate in percentage,
2022-23,Andhra Pradesh,urban,person,7.1,unemployment_rate in percentage,
2022-23,Andhra Pradesh,rural+urban,male,4.7,unemployment_rate in percentage,
2022-23,Andhra Pradesh,rural+urban,female,4.3,unemployment_rate in percentage,
2022-23,Andhra Pradesh,rural+urban,person,4.6,unemployment_rate in percentage,
2022-23,Arunachal Pradesh,rural,male,5.3,unemployment_rate in percentage,
2022-23,Arunachal Pradesh,rural,female,3.7,unemployment_rate in percentage,
2022-23,Arunachal Pradesh,rural,person,4.6,unemployment_rate in percentage,
2022-23,Arunachal Pradesh,urban,male,8,unemployment_rate in percentage,
2022-23,Arunachal Pradesh,urban,female,17.5,unemployment_rate in percentage,
2022-23,Arunachal Pradesh,urban,person,11.2,unemployment_rate in percentage,
2022-23,Arunachal Pradesh,rural+urban,male,5.7,unemployment_rate in percentage,
2022-23,Arunachal Pradesh,rural+urban,female,5.1,unemployment_rate in percentage,
2022-23,Arunachal Pradesh,rural+urban,person,5.4,unemployment_rate in percentage,
2022-23,Assam,rural,male,1.4,unemployment_rate in percentage,
2022-23,Assam,rural,female,5.8,unemployment_rate in percentage,
2022-23,Assam,rural,person,2,unemployment_rate in percentage,
2022-23,Assam,urban,male,4.4,unemployment_rate in percentage,
2022-23,Assam,urban,female,16,unemployment_rate in percentage,
2022-23,Assam,urban,person,7.1,unemployment_rate in percentage,
2022-23,Assam,rural+urban,male,1.5,unemployment_rate in percentage,
2022-23,Assam,rural+urban,female,6.6,unemployment_rate in percentage,
2022-23,Assam,rural+urban,person,2.2,unemployment_rate in percentage,
2022-23,Bihar,rural,male,4.7,unemployment_rate in percentage,
2022-23,Bihar,rural,female,1.9,unemployment_rate in percentage,
2022-23,Bihar,rural,person,4.2,unemployment_rate in percentage,
2022-23,Bihar,urban,male,8.1,unemployment_rate in percentage,
2022-23,Bihar,urban,female,12.6,unemployment_rate in percentage,
2022-23,Bihar,urban,person,8.7,unemployment_rate in percentage,
2022-23,Bihar,rural+urban,male,5,unemployment_rate in percentage,
2022-23,Bihar,rural+urban,female,2.6,unemployment_rate in percentage,
2022-23,Bihar,rural+urban,person,4.6,unemployment_rate in percentage,
2022-23,Chhattisgarh,rural,male,2.9,unemployment_rate in percentage,
2022-23,Chhattisgarh,rural,female,1,unemployment_rate in percentage,
2022-23,Chhattisgarh,rural,person,2.1,unemployment_rate in percentage,
2022-23,Chhattisgarh,urban,male,7.3,unemployment_rate in percentage,
2022-23,Chhattisgarh,urban,female,11,unemployment_rate in percentage,
2022-23,Chhattisgarh,urban,person,8.4,unemployment_rate in percentage,
2022-23,Chhattisgarh,rural+urban,male,3.7,unemployment_rate in percentage,
2022-23,Chhattisgarh,rural+urban,female,2.2,unemployment_rate in percentage,
2022-23,Chhattisgarh,rural+urban,person,3.1,unemployment_rate in percentage,
2022-23,Delhi,rural,male,10.7,unemployment_rate in percentage,
2022-23,Delhi,rural,female,0,unemployment_rate in percentage,
2022-23,Delhi,rural,person,10.2,unemployment_rate in percentage,
2022-23,Delhi,urban,male,1.9,unemployment_rate in percentage,
2022-23,Delhi,urban,female,2.2,unemployment_rate in percentage,
2022-23,Delhi,urban,person,2,unemployment_rate in percentage,
2022-23,Delhi,rural+urban,male,2.2,unemployment_rate in percentage,
2022-23,Delhi,rural+urban,female,2.2,unemployment_rate in percentage,
2022-23,Delhi,rural+urban,person,2.2,unemployment_rate in percentage,
2022-23,Goa,rural,male,8.7,unemployment_rate in percentage,
2022-23,Goa,rural,female,17.7,unemployment_rate in percentage,
2022-23,Goa,rural,person,11.3,unemployment_rate in percentage,
2022-23,Goa,urban,male,7.1,unemployment_rate in percentage,
2022-23,Goa,urban,female,12.9,unemployment_rate in percentage,
2022-23,Goa,urban,person,8.7,unemployment_rate in percentage,
2022-23,Goa,rural+urban,male,7.7,unemployment_rate in percentage,
2022-23,Goa,rural+urban,female,14.8,unemployment_rate in percentage,
2022-23,Goa,rural+urban,person,9.7,unemployment_rate in percentage,
2022-23,Gujarat,rural,male,2.1,unemployment_rate in percentage,
2022-23,Gujarat,rural,female,0.7,unemployment_rate in percentage,
2022-23,Gujarat,rural,person,1.6,unemployment_rate in percentage,
2022-23,Gujarat,urban,male,2,unemployment_rate in percentage,
2022-23,Gujarat,urban,female,3.9,unemployment_rate in percentage,
2022-23,Gujarat,urban,person,2.4,unemployment_rate in percentage,
2022-23,Gujarat,rural+urban,male,2.1,unemployment_rate in percentage,
2022-23,Gujarat,rural+urban,female,1.6,unemployment_rate in percentage,
2022-23,Gujarat,rural+urban,person,1.9,unemployment_rate in percentage,
2022-23,Haryana,rural,male,7.1,unemployment_rate in percentage,
2022-23,Haryana,rural,female,3.5,unemployment_rate in percentage,
2022-23,Haryana,rural,person,6.4,unemployment_rate in percentage,
2022-23,Haryana,urban,male,6.1,unemployment_rate in percentage,
2022-23,Haryana,urban,female,8.5,unemployment_rate in percentage,
2022-23,Haryana,urban,person,6.6,unemployment_rate in percentage,
2022-23,Haryana,rural+urban,male,6.8,unemployment_rate in percentage,
2022-23,Haryana,rural+urban,female,5.2,unemployment_rate in percentage,
2022-23,Haryana,rural+urban,person,6.4,unemployment_rate in percentage,
2022-23,Himachal Pradesh,rural,male,7.2,unemployment_rate in percentage,
2022-23,Himachal Pradesh,rural,female,9.5,unemployment_rate in percentage,
2022-23,Himachal Pradesh,rural,person,8.3,unemployment_rate in percentage,
2022-23,Himachal Pradesh,urban,male,8.3,unemployment_rate in percentage,
2022-23,Himachal Pradesh,urban,female,31.3,unemployment_rate in percentage,
2022-23,Himachal Pradesh,urban,person,16.6,unemployment_rate in percentage,
2022-23,Himachal Pradesh,rural+urban,male,7.3,unemployment_rate in percentage,
2022-23,Himachal Pradesh,rural+urban,female,10.8,unemployment_rate in percentage,
2022-23,Himachal Pradesh,rural+urban,person,9,unemployment_rate in percentage,
2022-23,Jharkhand,rural,male,2.9,unemployment_rate in percentage,
2022-23,Jharkhand,rural,female,0.2,unemployment_rate in percentage,
2022-23,Jharkhand,rural,person,2.2,unemployment_rate in percentage,
2022-23,Jharkhand,urban,male,7.1,unemployment_rate in percentage,
2022-23,Jharkhand,urban,female,9.8,unemployment_rate in percentage,
2022-23,Jharkhand,urban,person,7.5,unemployment_rate in percentage,
2022-23,Jharkhand,rural+urban,male,3.6,unemployment_rate in percentage,
2022-23,Jharkhand,rural+urban,female,1.2,unemployment_rate in percentage,
2022-23,Jharkhand,rural+urban,person,3,unemployment_rate in percentage,
2022-23,Karnataka,rural,male,2.2,unemployment_rate in percentage,
2022-23,Karnataka,rural,female,1.3,unemployment_rate in percentage,
2022-23,Karnataka,rural,person,1.9,unemployment_rate in percentage,
2022-23,Karnataka,urban,male,4,unemployment_rate in percentage,
2022-23,Karnataka,urban,female,5.3,unemployment_rate in percentage,
2022-23,Karnataka,urban,person,4.4,unemployment_rate in percentage,
2022-23,Karnataka,rural+urban,male,2.9,unemployment_rate in percentage,
2022-23,Karnataka,rural+urban,female,2.5,unemployment_rate in percentage,
2022-23,Karnataka,rural+urban,person,2.7,unemployment_rate in percentage,
2022-23,Kerala,rural,male,6.2,unemployment_rate in percentage,
2022-23,Kerala,rural,female,13.1,unemployment_rate in percentage,
2022-23,Kerala,rural,person,8.5,unemployment_rate in percentage,
2022-23,Kerala,urban,male,6.6,unemployment_rate in percentage,
2022-23,Kerala,urban,female,17.4,unemployment_rate in percentage,
2022-23,Kerala,urban,person,10,unemployment_rate in percentage,
2022-23,Kerala,rural+urban,male,6.4,unemployment_rate in percentage,
2022-23,Kerala,rural+urban,female,14.9,unemployment_rate in percentage,
2022-23,Kerala,rural+urban,person,9.2,unemployment_rate in percentage,
2022-23,Madhya Pradesh,rural,male,1.7,unemployment_rate in percentage,
2022-23,Madhya Pradesh,rural,female,2.1,unemployment_rate in percentage,
2022-23,Madhya Pradesh,rural,person,1.8,unemployment_rate in percentage,
2022-23,Madhya Pradesh,urban,male,5.4,unemployment_rate in percentage,
2022-23,Madhya Pradesh,urban,female,8.9,unemployment_rate in percentage,
2022-23,Madhya Pradesh,urban,person,5.9,unemployment_rate in percentage,
2022-23,Madhya Pradesh,rural+urban,male,2.6,unemployment_rate in percentage,
2022-23,Madhya Pradesh,rural+urban,female,3.3,unemployment_rate in percentage,
2022-23,Madhya Pradesh,rural+urban,person,2.7,unemployment_rate in percentage,
2022-23,Maharashtra,rural,male,3.2,unemployment_rate in percentage,
2022-23,Maharashtra,rural,female,0.8,unemployment_rate in percentage,
