year,month,state,gender,value,unit,note
2036,October,West Bengal,Total,103020,value in Thousands,
2036,October,West Bengal,Male,52106,value in Thousands,
2036,October,West Bengal,Female,50914,value in Thousands,
2036,October,Uttarakhand,Total,13027,value in Thousands,
2036,October,Uttarakhand,Male,6693,value in Thousands,
2036,October,Uttarakhand,Female,6334,value in Thousands,
2036,October,Uttar Pradesh,Total,259810,value in Thousands,
2036,October,Uttar Pradesh,Male,134503,value in Thousands,
2036,October,Uttar Pradesh,Female,125307,value in Thousands,
2036,October,Tripura,Total,4578,value in Thousands,
2036,October,Tripura,Male,2312,value in Thousands,
2036,October,Tripura,Female,2266,value in Thousands,
2036,October,Telangana,Total,39493,value in Thousands,
2036,October,Telangana,Male,19781,value in Thousands,
2036,October,Telangana,Female,19712,value in Thousands,
2036,October,Tamil Nadu,Total,78065,value in Thousands,
2036,October,Tamil Nadu,Male,38728,value in Thousands,
2036,October,Tamil Nadu,Female,39337,value in Thousands,
2036,October,Sikkim,Total,761,value in Thousands,
2036,October,Sikkim,Male,399,value in Thousands,
2036,October,Sikkim,Female,362,value in Thousands,
2036,October,Rajasthan,Total,90955,value in Thousands,
2036,October,Rajasthan,Male,46244,value in Thousands,
2036,October,Rajasthan,Female,44711,value in Thousands,
2036,October,Punjab,Total,32725,value in Thousands,
2036,October,Punjab,Male,17086,value in Thousands,
2036,October,Punjab,Female,15639,value in Thousands,
2036,October,Puducherry,Total,2210,value in Thousands,
2036,October,Puducherry,Male,1005,value in Thousands,
2036,October,Puducherry,Female,1205,value in Thousands,
2036,October,Odisha,Total,49115,value in Thousands,
2036,October,Odisha,Male,24582,value in Thousands,
2036,October,Odisha,Female,24533,value in Thousands,
2036,October,Nagaland,Total,2465,value in Thousands,
2036,October,Nagaland,Male,1264,value in Thousands,
2036,October,Nagaland,Female,1201,value in Thousands,
2036,October,Mizoram,Total,1367,value in Thousands,
2036,October,Mizoram,Male,685,value in Thousands,
2036,October,Mizoram,Female,682,value in Thousands,
2036,October,Meghalaya,Total,3697,value in Thousands,
2036,October,Meghalaya,Male,1840,value in Thousands,
2036,October,Meghalaya,Female,1857,value in Thousands,
2036,October,Manipur,Total,3559,value in Thousands,
2036,October,Manipur,Male,1775,value in Thousands,
2036,October,Manipur,Female,1784,value in Thousands,
2036,October,Maharashtra,Total,137150,value in Thousands,
2036,October,Maharashtra,Male,71409,value in Thousands,
2036,October,Maharashtra,Female,65741,value in Thousands,
2036,October,Madhya Pradesh,Total,98242,value in Thousands,
2036,October,Madhya Pradesh,Male,50281,value in Thousands,
2036,October,Madhya Pradesh,Female,47960,value in Thousands,
2036,October,Lakshadweep,Total,72,value in Thousands,
2036,October,Lakshadweep,Male,37,value in Thousands,
2036,October,Lakshadweep,Female,35,value in Thousands,
2036,October,Ladakh,Total,316,value in Thousands,
2036,October,Ladakh,Male,174,value in Thousands,
2036,October,Ladakh,Female,143,value in Thousands,
2036,October,Kerala,Total,36978,value in Thousands,
2036,October,Kerala,Male,17791,value in Thousands,
2036,October,Kerala,Female,19187,value in Thousands,
2036,October,Karnataka,Total,72099,value in Thousands,
2036,October,Karnataka,Male,36557,value in Thousands,
2036,October,Karnataka,Female,35542,value in Thousands,
2036,October,Jharkhand,Total,45382,value in Thousands,
2036,October,Jharkhand,Male,23071,value in Thousands,
2036,October,Jharkhand,Female,22311,value in Thousands,
2036,October,Jammu and Kashmir,Total,14792,value in Thousands,
2036,October,Jammu and Kashmir,Male,7654,value in Thousands,
2036,October,Jammu and Kashmir,Female,7138,value in Thousands,
2036,October,Himachal Pradesh,Total,7794,value in Thousands,
2036,October,Himachal Pradesh,Male,3950,value in Thousands,
2036,October,Himachal Pradesh,Female,3844,value in Thousands,
2036,October,Haryana,Total,34646,value in Thousands,
2036,October,Haryana,Male,18147,value in Thousands,
2036,October,Haryana,Female,16500,value in Thousands,
2036,October,Gujarat,Total,81711,value in Thousands,
2036,October,Gujarat,Male,43011,value in Thousands,
2036,October,Gujarat,Female,38700,value in Thousands,
2036,October,Goa,Total,1666,value in Thousands,
2036,October,Goa,Male,834,value in Thousands,
2036,October,Goa,Female,832,value in Thousands,
2036,October,Delhi,Total,26829,value in Thousands,
2036,October,Delhi,Male,14121,value in Thousands,
2036,October,Delhi,Female,12708,value in Thousands,
2036,October,Daman and Diu,Total,2066,value in Thousands,
2036,October,Daman and Diu,Male,1759,value in Thousands,
2036,October,Daman and Diu,Female,307,value in Thousands,
2036,October,Dadra and Nagar Haveli,Total,1764,value in Thousands,
2036,October,Dadra and Nagar Haveli,Male,1172,value in Thousands,
2036,October,Dadra and Nagar Haveli,Female,592,value in Thousands,
2036,October,Chhattisgarh,Total,34240,value in Thousands,
2036,October,Chhattisgarh,Male,17154,value in Thousands,
2036,October,Chhattisgarh,Female,17086,value in Thousands,
2036,October,Chandigarh,Total,1365,value in Thousands,
2036,October,Chandigarh,Male,724,value in Thousands,
2036,October,Chandigarh,Female,641,value in Thousands,
2036,October,Bihar,Total,149455,value in Thousands,
2036,October,Bihar,Male,77234,value in Thousands,
2036,October,Bihar,Female,72221,value in Thousands,
2036,October,Assam,Total,39539,value in Thousands,
2036,October,Assam,Male,20001,value in Thousands,
2036,October,Assam,Female,19538,value in Thousands,
2036,October,Arunachal Pradesh,Total,1724,value in Thousands,
2036,October,Arunachal Pradesh,Male,881,value in Thousands,
2036,October,Arunachal Pradesh,Female,843,value in Thousands,
2036,October,Andhra Pradesh,Total,54261,value in Thousands,
2036,October,Andhra Pradesh,Male,27029,value in Thousands,
2036,October,Andhra Pradesh,Female,27232,value in Thousands,
2036,October,Andaman and Nicobar Islands,Total,414,value in Thousands,
2036,October,Andaman and Nicobar Islands,Male,217,value in Thousands,
2036,October,Andaman and Nicobar Islands,Female,197,value in Thousands,
2036,October,All India,Total,1527353,value in Thousands,
2036,October,All India,Male,782211,value in Thousands,
2036,October,All India,Female,745142,value in Thousands,
2036,March,West Bengal,Total,102931,value in Thousands,
2036,March,West Bengal,Male,52080,value in Thousands,
2036,March,West Bengal,Female,50851,value in Thousands,
2036,March,Uttarakhand,Total,12974,value in Thousands,
2036,March,Uttarakhand,Male,6665,value in Thousands,
2036,March,Uttarakhand,Female,6309,value in Thousands,
2036,March,Uttar Pradesh,Total,258990,value in Thousands,
2036,March,Uttar Pradesh,Male,134113,value in Thousands,
2036,March,Uttar Pradesh,Female,124877,value in Thousands,
2036,March,Tripura,Total,4565,value in Thousands,
2036,March,Tripura,Male,2306,value in Thousands,
2036,March,Tripura,Female,2258,value in Thousands,
2036,March,Telangana,Total,39467,value in Thousands,
2036,March,Telangana,Male,19772,value in Thousands,
2036,March,Telangana,Female,19696,value in Thousands,
2036,March,Tamil Nadu,Total,78067,value in Thousands,
2036,March,Tamil Nadu,Male,38739,value in Thousands,
2036,March,Tamil Nadu,Female,39328,value in Thousands,
2036,March,Sikkim,Total,759,value in Thousands,
2036,March,Sikkim,Male,397,value in Thousands,
2036,March,Sikkim,Female,361,value in Thousands,
2036,March,Rajasthan,Total,90563,value in Thousands,
2036,March,Rajasthan,Male,46048,value in Thousands,
2036,March,Rajasthan,Female,44514,value in Thousands,
2036,March,Punjab,Total,32658,value in Thousands,
2036,March,Punjab,Male,17055,value in Thousands,
2036,March,Punjab,Female,15603,value in Thousands,
2036,March,Puducherry,Total,2184,value in Thousands,
2036,March,Puducherry,Male,995,value in Thousands,
2036,March,Puducherry,Female,1189,value in Thousands,
2036,March,Odisha,Total,49025,value in Thousands,
2036,March,Odisha,Male,24542,value in Thousands,
2036,March,Odisha,Female,24483,value in Thousands,
2036,March,Nagaland,Total,2458,value in Thousands,
2036,March,Nagaland,Male,1261,value in Thousands,
2036,March,Nagaland,Female,1197,value in Thousands,
2036,March,Mizoram,Total,1363,value in Thousands,
2036,March,Mizoram,Male,683,value in Thousands,
2036,March,Mizoram,Female,680,value in Thousands,
2036,March,Meghalaya,Total,3686,value in Thousands,
2036,March,Meghalaya,Male,1836,value in Thousands,
2036,March,Meghalaya,Female,1851,value in Thousands,
2036,March,Manipur,Total,3548,value in Thousands,
2036,March,Manipur,Male,1770,value in Thousands,
2036,March,Manipur,Female,1779,value in Thousands,
2036,March,Maharashtra,Total,136764,value in Thousands,
2036,March,Maharashtra,Male,71208,value in Thousands,
2036,March,Maharashtra,Female,65556,value in Thousands,
2036,March,Madhya Pradesh,Total,97804,value in Thousands,
2036,March,Madhya Pradesh,Male,50073,value in Thousands,
2036,March,Madhya Pradesh,Female,47731,value in Thousands,
2036,March,Lakshadweep,Total,71,value in Thousands,
2036,March,Lakshadweep,Male,37,value in Thousands,
2036,March,Lakshadweep,Female,35,value in Thousands,
2036,March,Ladakh,Total,316,value in Thousands,
2036,March,Ladakh,Male,174,value in Thousands,
2036,March,Ladakh,Female,142,value in Thousands,
2036,March,Kerala,Total,36949,value in Thousands,
2036,March,Kerala,Male,17775,value in Thousands,
2036,March,Kerala,Female,19174,value in Thousands,
2036,March,Karnataka,Total,71948,value in Thousands,
2036,March,Karnataka,Male,36482,value in Thousands,
2036,March,Karnataka,Female,35466,value in Thousands,
2036,March,Jharkhand,Total,45155,value in Thousands,
2036,March,Jharkhand,Male,22962,value in Thousands,
2036,March,Jharkhand,Female,22193,value in Thousands,
2036,March,Jammu and Kashmir,Total,14747,value in Thousands,
2036,March,Jammu and Kashmir,Male,7635,value in Thousands,
2036,March,Jammu and Kashmir,Female,7112,value in Thousands,
2036,March,Himachal Pradesh,Total,7785,value in Thousands,
2036,March,Himachal Pradesh,Male,3945,value in Thousands,
2036,March,Himachal Pradesh,Female,3840,value in Thousands,
2036,March,Haryana,Total,34469,value in Thousands,
2036,March,Haryana,Male,18061,value in Thousands,
2036,March,Haryana,Female,16408,value in Thousands,
2036,March,Gujarat,Total,81316,value in Thousands,
2036,March,Gujarat,Male,42800,value in Thousands,
2036,March,Gujarat,Female,38516,value in Thousands,
2036,March,Goa,Total,1663,value in Thousands,
2036,March,Goa,Male,833,value in Thousands,
2036,March,Goa,Female,830,value in Thousands,
2036,March,Delhi,Total,26591,value in Thousands,
2036,March,Delhi,Male,14002,value in Thousands,
2036,March,Delhi,Female,12589,value in Thousands,
2036,March,Daman and Diu,Total,1969,value in Thousands,
2036,March,Daman and Diu,Male,1670,value in Thousands,
2036,March,Daman and Diu,Female,298,value in Thousands,
2036,March,Dadra and Nagar Haveli,Total,1703,value in Thousands,
2036,March,Dadra and Nagar Haveli,Male,1128,value in Thousands,
2036,March,Dadra and Nagar Haveli,Female,574,value in Thousands,
2036,March,Chhattisgarh,Total,34081,value in Thousands,
2036,March,Chhattisgarh,Male,17076,value in Thousands,
2036,March,Chhattisgarh,Female,17005,value in Thousands,
2036,March,Chandigarh,Total,1360,value in Thousands,
2036,March,Chandigarh,Male,722,value in Thousands,
2036,March,Chandigarh,Female,638,value in Thousands,
2036,March,Bihar,Total,148576,value in Thousands,
2036,March,Bihar,Male,76797,value in Thousands,
2036,March,Bihar,Female,71779,value in Thousands,
2036,March,Assam,Total,39399,value in Thousands,
2036,March,Assam,Male,19935,value in Thousands,
2036,March,Assam,Female,19464,value in Thousands,
2036,March,Arunachal Pradesh,Total,1719,value in Thousands,
2036,March,Arunachal Pradesh,Male,878,value in Thousands,
2036,March,Arunachal Pradesh,Female,841,value in Thousands,
2036,March,Andhra Pradesh,Total,54252,value in Thousands,
2036,March,Andhra Pradesh,Male,27029,value in Thousands,
2036,March,Andhra Pradesh,Female,27223,value in Thousands,
2036,March,Andaman and Nicobar Islands,Total,413,value in Thousands,
2036,March,Andaman and Nicobar Islands,Male,217,value in Thousands,
2036,March,Andaman and Nicobar Islands,Female,197,value in Thousands,
2036,March,All India,Total,1522288,value in Thousands,
2036,March,All India,Male,779701,value in Thousands,
2036,March,All India,Female,742587,value in Thousands,
2036,July,West Bengal,Total,102982,value in Thousands,
2036,July,West Bengal,Male,52095,value in Thousands,
2036,July,West Bengal,Female,50887,value in Thousands,
2036,July,Uttarakhand,Total,13004,value in Thousands,
2036,July,Uttarakhand,Male,6681,value in Thousands,
2036,July,Uttarakhand,Female,6323,value in Thousands,
2036,July,Uttar Pradesh,Total,259459,value in Thousands,
2036,July,Uttar Pradesh,Male,134336,value in Thousands,
2036,July,Uttar Pradesh,Female,125123,value in Thousands,
2036,July,Tripura,Total,4571,value in Thousands,
2036,July,Tripura,Male,2309,value in Thousands,
2036,July,Tripura,Female,2262,value in Thousands,
2036,July,Telangana,Total,39480,value in Thousands,
2036,July,Telangana,Male,19776,value in Thousands,
2036,July,Telangana,Female,19704,value in Thousands,
2036,July,Tamil Nadu,Total,78066,value in Thousands,
2036,July,Tamil Nadu,Male,38733,value in Thousands,
2036,July,Tamil Nadu,Female,39333,value in Thousands,
2036,July,Sikkim,Total,760,value in Thousands,
2036,July,Sikkim,Male,398,value in Thousands,
2036,July,Sikkim,Female,361,value in Thousands,
2036,July,Rajasthan,Total,90787,value in Thousands,
2036,July,Rajasthan,Male,46160,value in Thousands,
2036,July,Rajasthan,Female,44627,value in Thousands,
2036,July,Punjab,Total,32696,value in Thousands,
2036,July,Punjab,Male,17072,value in Thousands,
2036,July,Punjab,Female,15624,value in Thousands,
2036,July,Puducherry,Total,2198,value in Thousands,
2036,July,Puducherry,Male,1001,value in Thousands,
2036,July,Puducherry,Female,1198,value in Thousands,
2036,July,Odisha,Total,49077,value in Thousands,
2036,July,Odisha,Male,24565,value in Thousands,
2036,July,Odisha,Female,24512,value in Thousands,
2036,July,Nagaland,Total,2462,value in Thousands,
2036,July,Nagaland,Male,1262,value in Thousands,
2036,July,Nagaland,Female,1199,value in Thousands,
2036,July,Mizoram,Total,1365,value in Thousands,
2036,July,Mizoram,Male,684,value in Thousands,
2036,July,Mizoram,Female,681,value in Thousands,
2036,July,Meghalaya,Total,3692,value in Thousands,
2036,July,Meghalaya,Male,1838,value in Thousands,
2036,July,Meghalaya,Female,1854,value in Thousands,
2036,July,Manipur,Total,3553,value in Thousands,
2036,July,Manipur,Male,1772,value in Thousands,
2036,July,Manipur,Female,1781,value in Thousands,
2036,July,Maharashtra,Total,136985,value in Thousands,
2036,July,Maharashtra,Male,71323,value in Thousands,
2036,July,Maharashtra,Female,65662,value in Thousands,
2036,July,Madhya Pradesh,Total,98054,value in Thousands,
2036,July,Madhya Pradesh,Male,50192,value in Thousands,
2036,July,Madhya Pradesh,Female,47862,value in Thousands,
2036,July,Lakshadweep,Total,72,value in Thousands,
2036,July,Lakshadweep,Male,37,value in Thousands,
2036,July,Lakshadweep,Female,35,value in Thousands,
2036,July,Ladakh,Total,316,value in Thousands,
2036,July,Ladakh,Male,174,value in Thousands,
2036,July,Ladakh,Female,142,value in Thousands,
2036,July,Kerala,Total,36965,value in Thousands,
2036,July,Kerala,Male,17784,value in Thousands,
2036,July,Kerala,Female,19182,value in Thousands,
2036,July,Karnataka,Total,72034,value in Thousands,
2036,July,Karnataka,Male,36525,value in Thousands,
2036,July,Karnataka,Female,35509,value in Thousands,
2036,July,Jharkhand,Total,45285,value in Thousands,
2036,July,Jharkhand,Male,23024,value in Thousands,
2036,July,Jharkhand,Female,22261,value in Thousands,
2036,July,Jammu and Kashmir,Total,14773,value in Thousands,
2036,July,Jammu and Kashmir,Male,7646,value in Thousands,
2036,July,Jammu and Kashmir,Female,7127,value in Thousands,
2036,July,Himachal Pradesh,Total,7790,value in Thousands,
2036,July,Himachal Pradesh,Male,3948,value in Thousands,
2036,July,Himachal Pradesh,Female,3842,value in Thousands,
2036,July,Haryana,Total,34570,value in Thousands,
2036,July,Haryana,Male,18110,value in Thousands,
2036,July,Haryana,Female,16460,value in Thousands,
2036,July,Gujarat,Total,81542,value in Thousands,
2036,July,Gujarat,Male,42921,value in Thousands,
2036,July,Gujarat,Female,38621,value in Thousands,
2036,July,Goa,Total,1665,value in Thousands,
2036,July,Goa,Male,834,value in Thousands,
2036,July,Goa,Female,831,value in Thousands,
2036,July,Delhi,Total,26727,value in Thousands,
2036,July,Delhi,Male,14070,value in Thousands,
2036,July,Delhi,Female,12657,value in Thousands,
2036,July,Daman and Diu,Total,2024,value in Thousands,
2036,July,Daman and Diu,Male,1721,value in Thousands,
2036,July,Daman and Diu,Female,303,value in Thousands,
2036,July,Dadra and Nagar Haveli,Total,1738,value in Thousands,
2036,July,Dadra and Nagar Haveli,Male,1153,value in Thousands,
2036,July,Dadra and Nagar Haveli,Female,584,value in Thousands,
2036,July,Chhattisgarh,Total,34172,value in Thousands,
2036,July,Chhattisgarh,Male,17120,value in Thousands,
2036,July,Chhattisgarh,Female,17051,value in Thousands,
2036,July,Chandigarh,Total,1362,value in Thousands,
2036,July,Chandigarh,Male,723,value in Thousands,
2036,July,Chandigarh,Female,639,value in Thousands,
2036,July,Bihar,Total,149078,value in Thousands,
2036,July,Bihar,Male,77047,value in Thousands,
2036,July,Bihar,Female,72031,value in Thousands,
2036,July,Assam,Total,39479,value in Thousands,
2036,July,Assam,Male,19973,value in Thousands,
2036,July,Assam,Female,19506,value in Thousands,
2036,July,Arunachal Pradesh,Total,1722,value in Thousands,
2036,July,Arunachal Pradesh,Male,880,value in Thousands,
2036,July,Arunachal Pradesh,Female,842,value in Thousands,
2036,July,Andhra Pradesh,Total,54257,value in Thousands,
2036,July,Andhra Pradesh,Male,27029,value in Thousands,
2036,July,Andhra Pradesh,Female,27228,value in Thousands,
2036,July,Andaman and Nicobar Islands,Total,413,value in Thousands,
2036,July,Andaman and Nicobar Islands,Male,217,value in Thousands,
2036,July,Andaman and Nicobar Islands,Female,197,value in Thousands,
2036,July,All India,Total,1525174,value in Thousands,
2036,July,All India,Male,781133,value in Thousands,
2036,July,All India,Female,744041,value in Thousands,
2035,October,West Bengal,Total,102868,value in Thousands,
2035,October,West Bengal,Male,52062,value in Thousands,
2035,October,West Bengal,Female,50806,value in Thousands,
2035,October,Uttarakhand,Total,12937,value in Thousands,
2035,October,Uttarakhand,Male,6646,value in Thousands,
2035,October,Uttarakhand,Female,6291,value in Thousands,
2035,October,Uttar Pradesh,Total,258405,value in Thousands,
2035,October,Uttar Pradesh,Male,133835,value in Thousands,
2035,October,Uttar Pradesh,Female,124570,value in Thousands,
2035,October,Tripura,Total,4551,value in Thousands,
2035,October,Tripura,Male,2300,value in Thousands,
2035,October,Tripura,Female,2251,value in Thousands,
2035,October,Telangana,Total,39441,value in Thousands,
2035,October,Telangana,Male,19762,value in Thousands,
2035,October,Telangana,Female,19679,value in Thousands,
2035,October,Tamil Nadu,Total,78068,value in Thousands,
2035,October,Tamil Nadu,Male,38747,value in Thousands,
2035,October,Tamil Nadu,Female,39322,value in Thousands,
2035,October,Sikkim,Total,756,value in Thousands,
2035,October,Sikkim,Male,396,value in Thousands,
2035,October,Sikkim,Female,360,value in Thousands,
2035,October,Rajasthan,Total,90282,value in Thousands,
2035,October,Rajasthan,Male,45908,value in Thousands,
2035,October,Rajasthan,Female,44374,value in Thousands,
2035,October,Punjab,Total,32611,value in Thousands,
2035,October,Punjab,Male,17033,value in Thousands,
2035,October,Punjab,Female,15577,value in Thousands,
2035,October,Puducherry,Total,2165,value in Thousands,
2035,October,Puducherry,Male,988,value in Thousands,
2035,October,Puducherry,Female,1177,value in Thousands,
2035,October,Odisha,Total,48962,value in Thousands,
2035,October,Odisha,Male,24514,value in Thousands,
2035,October,Odisha,Female,24448,value in Thousands,
2035,October,Nagaland,Total,2451,value in Thousands,
2035,October,Nagaland,Male,1257,value in Thousands,
2035,October,Nagaland,Female,1193,value in Thousands,
2035,October,Mizoram,Total,1359,value in Thousands,
2035,October,Mizoram,Male,681,value in Thousands,
2035,October,Mizoram,Female,678,value in Thousands,
2035,October,Meghalaya,Total,3675,value in Thousands,
2035,October,Meghalaya,Male,1831,value in Thousands,
2035,October,Meghalaya,Female,1845,value in Thousands,
2035,October,Manipur,Total,3538,value in Thousands,
2035,October,Manipur,Male,1765,value in Thousands,
2035,October,Manipur,Female,1773,value in Thousands,
2035,October,Maharashtra,Total,136488,value in Thousands,
2035,October,Maharashtra,Male,71064,value in Thousands,
2035,October,Maharashtra,Female,65423,value in Thousands,
2035,October,Madhya Pradesh,Total,97492,value in Thousands,
2035,October,Madhya Pradesh,Male,49924,value in Thousands,
2035,October,Madhya Pradesh,Female,47568,value in Thousands,
2035,October,Lakshadweep,Total,71,value in Thousands,
2035,October,Lakshadweep,Male,37,value in Thousands,
2035,October,Lakshadweep,Female,35,value in Thousands,
2035,October,Ladakh,Total,315,value in Thousands,
2035,October,Ladakh,Male,174,value in Thousands,
2035,October,Ladakh,Female,142,value in Thousands,
2035,October,Kerala,Total,36927,value in Thousands,
2035,October,Kerala,Male,17763,value in Thousands,
2035,October,Kerala,Female,19164,value in Thousands,
2035,October,Karnataka,Total,71840,value in Thousands,
2035,October,Karnataka,Male,36429,value in Thousands,
2035,October,Karnataka,Female,35411,value in Thousands,
2035,October,Jharkhand,Total,44993,value in Thousands,
2035,October,Jharkhand,Male,22884,value in Thousands,
2035,October,Jharkhand,Female,22109,value in Thousands,
2035,October,Jammu and Kashmir,Total,14715,value in Thousands,
2035,October,Jammu and Kashmir,Male,7621,value in Thousands,
2035,October,Jammu and Kashmir,Female,7094,value in Thousands,
2035,October,Himachal Pradesh,Total,7779,value in Thousands,
2035,October,Himachal Pradesh,Male,3942,value in Thousands,
2035,October,Himachal Pradesh,Female,3837,value in Thousands,
2035,October,Haryana,Total,34342,value in Thousands,
2035,October,Haryana,Male,18000,value in Thousands,
2035,October,Haryana,Female,16342,value in Thousands,
2035,October,Gujarat,Total,81034,value in Thousands,
2035,October,Gujarat,Male,42648,value in Thousands,
2035,October,Gujarat,Female,38385,value in Thousands,
2035,October,Goa,Total,1660,value in Thousands,
2035,October,Goa,Male,832,value in Thousands,
2035,October,Goa,Female,829,value in Thousands,
2035,October,Delhi,Total,26421,value in Thousands,
2035,October,Delhi,Male,13917,value in Thousands,
2035,October,Delhi,Female,12504,value in Thousands,
2035,October,Daman and Diu,Total,1899,value in Thousands,
2035,October,Daman and Diu,Male,1607,value in Thousands,
2035,October,Daman and Diu,Female,292,value in Thousands,
2035,October,Dadra and Nagar Haveli,Total,1659,value in Thousands,
2035,October,Dadra and Nagar Haveli,Male,1097,value in Thousands,
2035,October,Dadra and Nagar Haveli,Female,562,value in Thousands,
2035,October,Chhattisgarh,Total,33967,value in Thousands,
2035,October,Chhattisgarh,Male,17020,value in Thousands,
2035,October,Chhattisgarh,Female,16948,value in Thousands,
2035,October,Chandigarh,Total,1356,value in Thousands,
2035,October,Chandigarh,Male,720,value in Thousands,
2035,October,Chandigarh,Female,636,value in Thousands,
2035,October,Bihar,Total,147948,value in Thousands,
2035,October,Bihar,Male,76484,value in Thousands,
2035,October,Bihar,Female,71464,value in Thousands,
2035,October,Assam,Total,39299,value in Thousands,
2035,October,Assam,Male,19888,value in Thousands,
2035,October,Assam,Female,19410,value in Thousands,
2035,October,Arunachal Pradesh,Total,1714,value in Thousands,
2035,October,Arunachal Pradesh,Male,876,value in Thousands,
2035,October,Arunachal Pradesh,Female,838,value in Thousands,
2035,October,Andhra Pradesh,Total,54245,value in Thousands,
2035,October,Andhra Pradesh,Male,27030,value in Thousands,
2035,October,Andhra Pradesh,Female,27216,value in Thousands,
2035,October,Andaman and Nicobar Islands,Total,413,value in Thousands,
2035,October,Andaman and Nicobar Islands,Male,217,value in Thousands,
2035,October,Andaman and Nicobar Islands,Female,196,value in Thousands,
2035,October,All India,Total,1518648,value in Thousands,
2035,October,All India,Male,777899,value in Thousands,
2035,October,All India,Female,740749,value in Thousands,
2035,March,West Bengal,Total,102778,value in Thousands,
2035,March,West Bengal,Male,52036,value in Thousands,
2035,March,West Bengal,Female,50742,value in Thousands,
2035,March,Uttarakhand,Total,12884,value in Thousands,
2035,March,Uttarakhand,Male,6618,value in Thousands,
2035,March,Uttarakhand,Female,6266,value in Thousands,
2035,March,Uttar Pradesh,Total,257585,value in Thousands,
2035,March,Uttar Pradesh,Male,133445,value in Thousands,
2035,March,Uttar Pradesh,Female,124139,value in Thousands,
2035,March,Tripura,Total,4538,value in Thousands,
2035,March,Tripura,Male,2294,value in Thousands,
2035,March,Tripura,Female,2244,value in Thousands,
2035,March,Telangana,Total,39415,value in Thousands,
2035,March,Telangana,Male,19752,value in Thousands,
2035,March,Telangana,Female,19663,value in Thousands,
2035,March,Tamil Nadu,Total,78070,value in Thousands,
2035,March,Tamil Nadu,Male,38757,value in Thousands,
2035,March,Tamil Nadu,Female,39313,value in Thousands,
2035,March,Sikkim,Total,754,value in Thousands,
2035,March,Sikkim,Male,395,value in Thousands,
2035,March,Sikkim,Female,359,value in Thousands,
2035,March,Rajasthan,Total,89890,value in Thousands,
2035,March,Rajasthan,Male,45712,value in Thousands,
2035,March,Rajasthan,Female,44177,value in Thousands,
2035,March,Punjab,Total,32544,value in Thousands,
2035,March,Punjab,Male,17002,value in Thousands,
2035,March,Punjab,Female,15541,value in Thousands,
2035,March,Puducherry,Total,2139,value in Thousands,
2035,March,Puducherry,Male,978,value in Thousands,
2035,March,Puducherry,Female,1161,value in Thousands,
2035,March,Odisha,Total,48873,value in Thousands,
2035,March,Odisha,Male,24475,value in Thousands,
2035,March,Odisha,Female,24398,value in Thousands,
2035,March,Nagaland,Total,2444,value in Thousands,
2035,March,Nagaland,Male,1254,value in Thousands,
2035,March,Nagaland,Female,1189,value in Thousands,
2035,March,Mizoram,Total,1355,value in Thousands,
2035,March,Mizoram,Male,680,value in Thousands,
2035,March,Mizoram,Female,676,value in Thousands,
2035,March,Meghalaya,Total,3664,value in Thousands,
2035,March,Meghalaya,Male,1826,value in Thousands,
2035,March,Meghalaya,Female,1839,value in Thousands,
2035,March,Manipur,Total,3527,value in Thousands,
2035,March,Manipur,Male,1760,value in Thousands,
2035,March,Manipur,Female,1767,value in Thousands,
2035,March,Maharashtra,Total,136101,value in Thousands,
2035,March,Maharashtra,Male,70863,value in Thousands,
2035,March,Maharashtra,Female,65238,value in Thousands,
2035,March,Madhya Pradesh,Total,97055,value in Thousands,
2035,March,Madhya Pradesh,Male,49716,value in Thousands,
2035,March,Madhya Pradesh,Female,47339,value in Thousands,
2035,March,Lakshadweep,Total,71,value in Thousands,
2035,March,Lakshadweep,Male,37,value in Thousands,
2035,March,Lakshadweep,Female,35,value in Thousands,
2035,March,Ladakh,Total,315,value in Thousands,
2035,March,Ladakh,Male,173,value in Thousands,
2035,March,Ladakh,Female,142,value in Thousands,
2035,March,Kerala,Total,36898,value in Thousands,
2035,March,Kerala,Male,17747,value in Thousands,
2035,March,Kerala,Female,19150,value in Thousands,
2035,March,Karnataka,Total,71689,value in Thousands,
2035,March,Karnataka,Male,36354,value in Thousands,
2035,March,Karnataka,Female,35335,value in Thousands,
2035,March,Jharkhand,Total,44766,value in Thousands,
2035,March,Jharkhand,Male,22775,value in Thousands,
2035,March,Jharkhand,Female,21991,value in Thousands,
2035,March,Jammu and Kashmir,Total,14670,value in Thousands,
2035,March,Jammu and Kashmir,Male,7601,value in Thousands,
2035,March,Jammu and Kashmir,Female,7069,value in Thousands,
2035,March,Himachal Pradesh,Total,7770,value in Thousands,
2035,March,Himachal Pradesh,Male,3938,value in Thousands,
2035,March,Himachal Pradesh,Female,3832,value in Thousands,
2035,March,Haryana,Total,34164,value in Thousands,
2035,March,Haryana,Male,17915,value in Thousands,
2035,March,Haryana,Female,16249,value in Thousands,
2035,March,Gujarat,Total,80639,value in Thousands,
2035,March,Gujarat,Male,42437,value in Thousands,
2035,March,Gujarat,Female,38202,value in Thousands,
2035,March,Goa,Total,1657,value in Thousands,
2035,March,Goa,Male,830,value in Thousands,
2035,March,Goa,Female,827,value in Thousands,
2035,March,Delhi,Total,26183,value in Thousands,
2035,March,Delhi,Male,13798,value in Thousands,
2035,March,Delhi,Female,12385,value in Thousands,
