year,month,state,gender,value,unit,note
2036,October,West Bengal,Total,42.67,value in Percentage,
2036,October,West Bengal,Male,43.40,value in Percentage,
2036,October,West Bengal,Female,41.93,value in Percentage,
2036,October,Uttarakhand,Total,42.27,value in Percentage,
2036,October,Uttarakhand,Male,43.67,value in Percentage,
2036,October,Uttarakhand,Female,40.79,value in Percentage,
2036,October,Uttar Pradesh,Total,25.98,value in Percentage,
2036,October,Uttar Pradesh,Male,26.50,value in Percentage,
2036,October,Uttar Pradesh,Female,25.43,value in Percentage,
2036,October,Tripura,Total,54.57,value in Percentage,
2036,October,Tripura,Male,54.76,value in Percentage,
2036,October,Tripura,Female,54.38,value in Percentage,
2036,October,Telangana,Total,57.77,value in Percentage,
2036,October,Telangana,Male,58.05,value in Percentage,
2036,October,Telangana,Female,57.50,value in Percentage,
2036,October,Tamil Nadu,Total,59.91,value in Percentage,
2036,October,Tamil Nadu,Male,60.38,value in Percentage,
2036,October,Tamil Nadu,Female,59.44,value in Percentage,
2036,October,Sikkim,Total,75.69,value in Percentage,
2036,October,Sikkim,Male,75.53,value in Percentage,
2036,October,Sikkim,Female,75.93,value in Percentage,
2036,October,Rajasthan,Total,28.53,value in Percentage,
2036,October,Rajasthan,Male,29.32,value in Percentage,
2036,October,Rajasthan,Female,27.72,value in Percentage,
2036,October,Punjab,Total,46.84,value in Percentage,
2036,October,Punjab,Male,47.85,value in Percentage,
2036,October,Punjab,Female,45.74,value in Percentage,
2036,October,Puducherry,Total,71.86,value in Percentage,
2036,October,Puducherry,Male,77.39,value in Percentage,
2036,October,Puducherry,Female,67.26,value in Percentage,
2036,October,Odisha,Total,21.40,value in Percentage,
2036,October,Odisha,Male,22.13,value in Percentage,
2036,October,Odisha,Female,20.66,value in Percentage,
2036,October,Nagaland,Total,65.14,value in Percentage,
2036,October,Nagaland,Male,66.59,value in Percentage,
2036,October,Nagaland,Female,63.64,value in Percentage,
2036,October,Mizoram,Total,58.18,value in Percentage,
2036,October,Mizoram,Male,58.11,value in Percentage,
2036,October,Mizoram,Female,58.24,value in Percentage,
2036,October,Meghalaya,Total,21.31,value in Percentage,
2036,October,Meghalaya,Male,21.39,value in Percentage,
2036,October,Meghalaya,Female,21.22,value in Percentage,
2036,October,Manipur,Total,36.08,value in Percentage,
2036,October,Manipur,Male,35.71,value in Percentage,
2036,October,Manipur,Female,36.44,value in Percentage,
2036,October,Maharashtra,Total,52.24,value in Percentage,
2036,October,Maharashtra,Male,52.72,value in Percentage,
2036,October,Maharashtra,Female,51.71,value in Percentage,
2036,October,Madhya Pradesh,Total,30.46,value in Percentage,
2036,October,Madhya Pradesh,Male,31.03,value in Percentage,
2036,October,Madhya Pradesh,Female,29.86,value in Percentage,
2036,October,Lakshadweep,Total,100.0,value in Percentage,
2036,October,Lakshadweep,Male,100.0,value in Percentage,
2036,October,Lakshadweep,Female,100.0,value in Percentage,
2036,October,Ladakh,Total,41.28,value in Percentage,
2036,October,Ladakh,Male,49.26,value in Percentage,
2036,October,Ladakh,Female,31.57,value in Percentage,
2036,October,Kerala,Total,97.09,value in Percentage,
2036,October,Kerala,Male,96.51,value in Percentage,
2036,October,Kerala,Female,97.63,value in Percentage,
2036,October,Karnataka,Total,51.03,value in Percentage,
2036,October,Karnataka,Male,51.27,value in Percentage,
2036,October,Karnataka,Female,50.79,value in Percentage,
2036,October,Jharkhand,Total,28.48,value in Percentage,
2036,October,Jharkhand,Male,29.33,value in Percentage,
2036,October,Jharkhand,Female,27.60,value in Percentage,
2036,October,Jammu and Kashmir,Total,34.09,value in Percentage,
2036,October,Jammu and Kashmir,Male,35.67,value in Percentage,
2036,October,Jammu and Kashmir,Female,32.40,value in Percentage,
2036,October,Himachal Pradesh,Total,10.64,value in Percentage,
2036,October,Himachal Pradesh,Male,11.33,value in Percentage,
2036,October,Himachal Pradesh,Female,9.93,value in Percentage,
2036,October,Haryana,Total,49.92,value in Percentage,
2036,October,Haryana,Male,50.88,value in Percentage,
2036,October,Haryana,Female,48.85,value in Percentage,
2036,October,Gujarat,Total,55.26,value in Percentage,
2036,October,Gujarat,Male,55.84,value in Percentage,
2036,October,Gujarat,Female,54.62,value in Percentage,
2036,October,Goa,Total,88.71,value in Percentage,
2036,October,Goa,Male,90.59,value in Percentage,
2036,October,Goa,Female,86.84,value in Percentage,
2036,October,Delhi,Total,100.0,value in Percentage,
2036,October,Delhi,Male,100.0,value in Percentage,
2036,October,Delhi,Female,100.0,value in Percentage,
2036,October,Daman and Diu,Total,99.35,value in Percentage,
2036,October,Daman and Diu,Male,99.35,value in Percentage,
2036,October,Daman and Diu,Female,99.36,value in Percentage,
2036,October,Dadra and Nagar Haveli,Total,80.95,value in Percentage,
2036,October,Dadra and Nagar Haveli,Male,72.42,value in Percentage,
2036,October,Dadra and Nagar Haveli,Female,97.85,value in Percentage,
2036,October,Chhattisgarh,Total,31.46,value in Percentage,
2036,October,Chhattisgarh,Male,32.11,value in Percentage,
2036,October,Chhattisgarh,Female,30.82,value in Percentage,
2036,October,Chandigarh,Total,100.0,value in Percentage,
2036,October,Chandigarh,Male,100.0,value in Percentage,
2036,October,Chandigarh,Female,100.0,value in Percentage,
2036,October,Bihar,Total,13.33,value in Percentage,
2036,October,Bihar,Male,13.61,value in Percentage,
2036,October,Bihar,Female,13.03,value in Percentage,
2036,October,Assam,Total,17.23,value in Percentage,
2036,October,Assam,Male,17.51,value in Percentage,
2036,October,Assam,Female,16.96,value in Percentage,
2036,October,Arunachal Pradesh,Total,28.70,value in Percentage,
2036,October,Arunachal Pradesh,Male,29.73,value in Percentage,
2036,October,Arunachal Pradesh,Female,27.64,value in Percentage,
2036,October,Andhra Pradesh,Total,45.13,value in Percentage,
2036,October,Andhra Pradesh,Male,45.59,value in Percentage,
2036,October,Andhra Pradesh,Female,44.66,value in Percentage,
2036,October,Andaman and Nicobar Islands,Total,51.83,value in Percentage,
2036,October,Andaman and Nicobar Islands,Male,52.76,value in Percentage,
2036,October,Andaman and Nicobar Islands,Female,50.81,value in Percentage,
2036,October,All India,Total,39.22,value in Percentage,
2036,October,All India,Male,39.76,value in Percentage,
2036,October,All India,Female,38.66,value in Percentage,
2036,March,West Bengal,Total,42.41,value in Percentage,
2036,March,West Bengal,Male,43.12,value in Percentage,
2036,March,West Bengal,Female,41.69,value in Percentage,
2036,March,Uttarakhand,Total,42.00,value in Percentage,
2036,March,Uttarakhand,Male,43.39,value in Percentage,
2036,March,Uttarakhand,Female,40.52,value in Percentage,
2036,March,Uttar Pradesh,Total,25.90,value in Percentage,
2036,March,Uttar Pradesh,Male,26.41,value in Percentage,
2036,March,Uttar Pradesh,Female,25.36,value in Percentage,
2036,March,Tripura,Total,53.89,value in Percentage,
2036,March,Tripura,Male,54.06,value in Percentage,
2036,March,Tripura,Female,53.72,value in Percentage,
2036,March,Telangana,Total,57.32,value in Percentage,
2036,March,Telangana,Male,57.59,value in Percentage,
2036,March,Telangana,Female,57.06,value in Percentage,
2036,March,Tamil Nadu,Total,59.63,value in Percentage,
2036,March,Tamil Nadu,Male,60.09,value in Percentage,
2036,March,Tamil Nadu,Female,59.19,value in Percentage,
2036,March,Sikkim,Total,74.61,value in Percentage,
2036,March,Sikkim,Male,74.43,value in Percentage,
2036,March,Sikkim,Female,74.87,value in Percentage,
2036,March,Rajasthan,Total,28.45,value in Percentage,
2036,March,Rajasthan,Male,29.23,value in Percentage,
2036,March,Rajasthan,Female,27.64,value in Percentage,
2036,March,Punjab,Total,46.63,value in Percentage,
2036,March,Punjab,Male,47.62,value in Percentage,
2036,March,Punjab,Female,45.54,value in Percentage,
2036,March,Puducherry,Total,71.81,value in Percentage,
2036,March,Puducherry,Male,77.18,value in Percentage,
2036,March,Puducherry,Female,67.32,value in Percentage,
2036,March,Odisha,Total,21.28,value in Percentage,
2036,March,Odisha,Male,22.01,value in Percentage,
2036,March,Odisha,Female,20.56,value in Percentage,
2036,March,Nagaland,Total,64.32,value in Percentage,
2036,March,Nagaland,Male,65.73,value in Percentage,
2036,March,Nagaland,Female,62.85,value in Percentage,
2036,March,Mizoram,Total,58.02,value in Percentage,
2036,March,Mizoram,Male,57.94,value in Percentage,
2036,March,Mizoram,Female,58.10,value in Percentage,
2036,March,Meghalaya,Total,21.27,value in Percentage,
2036,March,Meghalaya,Male,21.35,value in Percentage,
2036,March,Meghalaya,Female,21.19,value in Percentage,
2036,March,Manipur,Total,35.91,value in Percentage,
2036,March,Manipur,Male,35.53,value in Percentage,
2036,March,Manipur,Female,36.27,value in Percentage,
2036,March,Maharashtra,Total,52.08,value in Percentage,
2036,March,Maharashtra,Male,52.56,value in Percentage,
2036,March,Maharashtra,Female,51.55,value in Percentage,
2036,March,Madhya Pradesh,Total,30.40,value in Percentage,
2036,March,Madhya Pradesh,Male,30.96,value in Percentage,
2036,March,Madhya Pradesh,Female,29.81,value in Percentage,
2036,March,Lakshadweep,Total,100.0,value in Percentage,
2036,March,Lakshadweep,Male,100.0,value in Percentage,
2036,March,Lakshadweep,Female,100.0,value in Percentage,
2036,March,Ladakh,Total,40.85,value in Percentage,
2036,March,Ladakh,Male,48.69,value in Percentage,
2036,March,Ladakh,Female,31.27,value in Percentage,
2036,March,Kerala,Total,96.43,value in Percentage,
2036,March,Kerala,Male,95.86,value in Percentage,
2036,March,Kerala,Female,96.96,value in Percentage,
2036,March,Karnataka,Total,50.75,value in Percentage,
2036,March,Karnataka,Male,50.98,value in Percentage,
2036,March,Karnataka,Female,50.50,value in Percentage,
2036,March,Jharkhand,Total,28.38,value in Percentage,
2036,March,Jharkhand,Male,29.22,value in Percentage,
2036,March,Jharkhand,Female,27.51,value in Percentage,
2036,March,Jammu and Kashmir,Total,33.94,value in Percentage,
2036,March,Jammu and Kashmir,Male,35.49,value in Percentage,
2036,March,Jammu and Kashmir,Female,32.27,value in Percentage,
2036,March,Himachal Pradesh,Total,10.62,value in Percentage,
2036,March,Himachal Pradesh,Male,11.31,value in Percentage,
2036,March,Himachal Pradesh,Female,9.91,value in Percentage,
2036,March,Haryana,Total,49.59,value in Percentage,
2036,March,Haryana,Male,50.53,value in Percentage,
2036,March,Haryana,Female,48.56,value in Percentage,
2036,March,Gujarat,Total,54.99,value in Percentage,
2036,March,Gujarat,Male,55.57,value in Percentage,
2036,March,Gujarat,Female,54.34,value in Percentage,
2036,March,Goa,Total,88.23,value in Percentage,
2036,March,Goa,Male,90.07,value in Percentage,
2036,March,Goa,Female,86.39,value in Percentage,
2036,March,Delhi,Total,100.0,value in Percentage,
2036,March,Delhi,Male,100.0,value in Percentage,
2036,March,Delhi,Female,100.0,value in Percentage,
2036,March,Daman and Diu,Total,99.31,value in Percentage,
2036,March,Daman and Diu,Male,99.31,value in Percentage,
2036,March,Daman and Diu,Female,99.31,value in Percentage,
2036,March,Dadra and Nagar Haveli,Total,80.70,value in Percentage,
2036,March,Dadra and Nagar Haveli,Male,72.40,value in Percentage,
2036,March,Dadra and Nagar Haveli,Female,97.01,value in Percentage,
2036,March,Chhattisgarh,Total,31.28,value in Percentage,
2036,March,Chhattisgarh,Male,31.92,value in Percentage,
2036,March,Chhattisgarh,Female,30.64,value in Percentage,
2036,March,Chandigarh,Total,100.0,value in Percentage,
2036,March,Chandigarh,Male,100.0,value in Percentage,
2036,March,Chandigarh,Female,100.0,value in Percentage,
2036,March,Bihar,Total,13.29,value in Percentage,
2036,March,Bihar,Male,13.56,value in Percentage,
2036,March,Bihar,Female,12.99,value in Percentage,
2036,March,Assam,Total,17.16,value in Percentage,
2036,March,Assam,Male,17.43,value in Percentage,
2036,March,Assam,Female,16.89,value in Percentage,
2036,March,Arunachal Pradesh,Total,28.56,value in Percentage,
2036,March,Arunachal Pradesh,Male,29.58,value in Percentage,
2036,March,Arunachal Pradesh,Female,27.51,value in Percentage,
2036,March,Andhra Pradesh,Total,44.74,value in Percentage,
2036,March,Andhra Pradesh,Male,45.19,value in Percentage,
2036,March,Andhra Pradesh,Female,44.29,value in Percentage,
2036,March,Andaman and Nicobar Islands,Total,51.55,value in Percentage,
2036,March,Andaman and Nicobar Islands,Male,52.46,value in Percentage,
2036,March,Andaman and Nicobar Islands,Female,50.54,value in Percentage,
2036,March,All India,Total,39.06,value in Percentage,
2036,March,All India,Male,39.58,value in Percentage,
2036,March,All India,Female,38.50,value in Percentage,
2036,July,West Bengal,Total,42.56,value in Percentage,
2036,July,West Bengal,Male,43.28,value in Percentage,
2036,July,West Bengal,Female,41.83,value in Percentage,
2036,July,Uttarakhand,Total,42.14,value in Percentage,
2036,July,Uttarakhand,Male,43.54,value in Percentage,
2036,July,Uttarakhand,Female,40.67,value in Percentage,
2036,July,Uttar Pradesh,Total,25.95,value in Percentage,
2036,July,Uttar Pradesh,Male,26.46,value in Percentage,
2036,July,Uttar Pradesh,Female,25.40,value in Percentage,
2036,July,Tripura,Total,54.29,value in Percentage,
2036,July,Tripura,Male,54.47,value in Percentage,
2036,July,Tripura,Female,54.11,value in Percentage,
2036,July,Telangana,Total,57.58,value in Percentage,
2036,July,Telangana,Male,57.85,value in Percentage,
2036,July,Telangana,Female,57.31,value in Percentage,
2036,July,Tamil Nadu,Total,59.79,value in Percentage,
2036,July,Tamil Nadu,Male,60.25,value in Percentage,
2036,July,Tamil Nadu,Female,59.33,value in Percentage,
2036,July,Sikkim,Total,75.25,value in Percentage,
2036,July,Sikkim,Male,75.08,value in Percentage,
2036,July,Sikkim,Female,75.49,value in Percentage,
2036,July,Rajasthan,Total,28.50,value in Percentage,
2036,July,Rajasthan,Male,29.28,value in Percentage,
2036,July,Rajasthan,Female,27.68,value in Percentage,
2036,July,Punjab,Total,46.75,value in Percentage,
2036,July,Punjab,Male,47.75,value in Percentage,
2036,July,Punjab,Female,45.65,value in Percentage,
2036,July,Puducherry,Total,71.84,value in Percentage,
2036,July,Puducherry,Male,77.30,value in Percentage,
2036,July,Puducherry,Female,67.28,value in Percentage,
2036,July,Odisha,Total,21.35,value in Percentage,
2036,July,Odisha,Male,22.07,value in Percentage,
2036,July,Odisha,Female,20.62,value in Percentage,
2036,July,Nagaland,Total,64.80,value in Percentage,
2036,July,Nagaland,Male,66.23,value in Percentage,
2036,July,Nagaland,Female,63.32,value in Percentage,
2036,July,Mizoram,Total,58.16,value in Percentage,
2036,July,Mizoram,Male,58.08,value in Percentage,
2036,July,Mizoram,Female,58.23,value in Percentage,
2036,July,Meghalaya,Total,21.31,value in Percentage,
2036,July,Meghalaya,Male,21.39,value in Percentage,
2036,July,Meghalaya,Female,21.22,value in Percentage,
2036,July,Manipur,Total,36.01,value in Percentage,
2036,July,Manipur,Male,35.64,value in Percentage,
2036,July,Manipur,Female,36.38,value in Percentage,
2036,July,Maharashtra,Total,52.17,value in Percentage,
2036,July,Maharashtra,Male,52.65,value in Percentage,
2036,July,Maharashtra,Female,51.64,value in Percentage,
2036,July,Madhya Pradesh,Total,30.43,value in Percentage,
2036,July,Madhya Pradesh,Male,31.00,value in Percentage,
2036,July,Madhya Pradesh,Female,29.84,value in Percentage,
2036,July,Lakshadweep,Total,100.0,value in Percentage,
2036,July,Lakshadweep,Male,100.0,value in Percentage,
2036,July,Lakshadweep,Female,100.0,value in Percentage,
2036,July,Ladakh,Total,41.23,value in Percentage,
2036,July,Ladakh,Male,49.18,value in Percentage,
2036,July,Ladakh,Female,31.54,value in Percentage,
2036,July,Kerala,Total,96.86,value in Percentage,
2036,July,Kerala,Male,96.28,value in Percentage,
2036,July,Kerala,Female,97.39,value in Percentage,
2036,July,Karnataka,Total,50.91,value in Percentage,
2036,July,Karnataka,Male,51.15,value in Percentage,
2036,July,Karnataka,Female,50.66,value in Percentage,
2036,July,Jharkhand,Total,28.44,value in Percentage,
2036,July,Jharkhand,Male,29.28,value in Percentage,
2036,July,Jharkhand,Female,27.56,value in Percentage,
2036,July,Jammu and Kashmir,Total,34.02,value in Percentage,
2036,July,Jammu and Kashmir,Male,35.59,value in Percentage,
2036,July,Jammu and Kashmir,Female,32.34,value in Percentage,
2036,July,Himachal Pradesh,Total,10.64,value in Percentage,
2036,July,Himachal Pradesh,Male,11.33,value in Percentage,
2036,July,Himachal Pradesh,Female,9.93,value in Percentage,
2036,July,Haryana,Total,49.77,value in Percentage,
2036,July,Haryana,Male,50.73,value in Percentage,
2036,July,Haryana,Female,48.72,value in Percentage,
2036,July,Gujarat,Total,55.14,value in Percentage,
2036,July,Gujarat,Male,55.72,value in Percentage,
2036,July,Gujarat,Female,54.50,value in Percentage,
2036,July,Goa,Total,88.51,value in Percentage,
2036,July,Goa,Male,90.36,value in Percentage,
2036,July,Goa,Female,86.64,value in Percentage,
2036,July,Delhi,Total,100.0,value in Percentage,
2036,July,Delhi,Male,100.0,value in Percentage,
2036,July,Delhi,Female,100.0,value in Percentage,
2036,July,Daman and Diu,Total,99.36,value in Percentage,
2036,July,Daman and Diu,Male,99.35,value in Percentage,
2036,July,Daman and Diu,Female,99.36,value in Percentage,
2036,July,Dadra and Nagar Haveli,Total,80.82,value in Percentage,
2036,July,Dadra and Nagar Haveli,Male,72.39,value in Percentage,
2036,July,Dadra and Nagar Haveli,Female,97.46,value in Percentage,
2036,July,Chhattisgarh,Total,31.38,value in Percentage,
2036,July,Chhattisgarh,Male,32.02,value in Percentage,
2036,July,Chhattisgarh,Female,30.74,value in Percentage,
2036,July,Chandigarh,Total,100.0,value in Percentage,
2036,July,Chandigarh,Male,100.0,value in Percentage,
2036,July,Chandigarh,Female,100.0,value in Percentage,
2036,July,Bihar,Total,13.31,value in Percentage,
2036,July,Bihar,Male,13.59,value in Percentage,
2036,July,Bihar,Female,13.01,value in Percentage,
2036,July,Assam,Total,17.20,value in Percentage,
2036,July,Assam,Male,17.47,value in Percentage,
2036,July,Assam,Female,16.93,value in Percentage,
2036,July,Arunachal Pradesh,Total,28.67,value in Percentage,
2036,July,Arunachal Pradesh,Male,29.70,value in Percentage,
2036,July,Arunachal Pradesh,Female,27.61,value in Percentage,
2036,July,Andhra Pradesh,Total,44.96,value in Percentage,
2036,July,Andhra Pradesh,Male,45.42,value in Percentage,
2036,July,Andhra Pradesh,Female,44.50,value in Percentage,
2036,July,Andaman and Nicobar Islands,Total,51.61,value in Percentage,
2036,July,Andaman and Nicobar Islands,Male,52.53,value in Percentage,
2036,July,Andaman and Nicobar Islands,Female,50.59,value in Percentage,
2036,July,All India,Total,39.15,value in Percentage,
2036,July,All India,Male,39.68,value in Percentage,
2036,July,All India,Female,38.59,value in Percentage,
2035,October,West Bengal,Total,42.23,value in Percentage,
2035,October,West Bengal,Male,42.92,value in Percentage,
2035,October,West Bengal,Female,41.52,value in Percentage,
2035,October,Uttarakhand,Total,41.80,value in Percentage,
2035,October,Uttarakhand,Male,43.19,value in Percentage,
2035,October,Uttarakhand,Female,40.33,value in Percentage,
2035,October,Uttar Pradesh,Total,25.84,value in Percentage,
2035,October,Uttar Pradesh,Male,26.34,value in Percentage,
2035,October,Uttar Pradesh,Female,25.30,value in Percentage,
2035,October,Tripura,Total,53.45,value in Percentage,
2035,October,Tripura,Male,53.60,value in Percentage,
2035,October,Tripura,Female,53.29,value in Percentage,
2035,October,Telangana,Total,57.01,value in Percentage,
2035,October,Telangana,Male,57.26,value in Percentage,
2035,October,Telangana,Female,56.76,value in Percentage,
2035,October,Tamil Nadu,Total,59.44,value in Percentage,
2035,October,Tamil Nadu,Male,59.88,value in Percentage,
2035,October,Tamil Nadu,Female,59.00,value in Percentage,
2035,October,Sikkim,Total,73.89,value in Percentage,
2035,October,Sikkim,Male,73.70,value in Percentage,
2035,October,Sikkim,Female,74.17,value in Percentage,
2035,October,Rajasthan,Total,28.39,value in Percentage,
2035,October,Rajasthan,Male,29.17,value in Percentage,
2035,October,Rajasthan,Female,27.58,value in Percentage,
2035,October,Punjab,Total,46.47,value in Percentage,
2035,October,Punjab,Male,47.45,value in Percentage,
2035,October,Punjab,Female,45.40,value in Percentage,
2035,October,Puducherry,Total,71.77,value in Percentage,
2035,October,Puducherry,Male,77.03,value in Percentage,
2035,October,Puducherry,Female,67.36,value in Percentage,
2035,October,Odisha,Total,21.20,value in Percentage,
2035,October,Odisha,Male,21.92,value in Percentage,
2035,October,Odisha,Female,20.48,value in Percentage,
2035,October,Nagaland,Total,63.77,value in Percentage,
2035,October,Nagaland,Male,65.16,value in Percentage,
2035,October,Nagaland,Female,62.34,value in Percentage,
2035,October,Mizoram,Total,57.98,value in Percentage,
2035,October,Mizoram,Male,57.88,value in Percentage,
2035,October,Mizoram,Female,58.07,value in Percentage,
2035,October,Meghalaya,Total,21.26,value in Percentage,
2035,October,Meghalaya,Male,21.34,value in Percentage,
2035,October,Meghalaya,Female,21.19,value in Percentage,
2035,October,Manipur,Total,35.81,value in Percentage,
2035,October,Manipur,Male,35.42,value in Percentage,
2035,October,Manipur,Female,36.19,value in Percentage,
2035,October,Maharashtra,Total,51.96,value in Percentage,
2035,October,Maharashtra,Male,52.45,value in Percentage,
2035,October,Maharashtra,Female,51.44,value in Percentage,
2035,October,Madhya Pradesh,Total,30.35,value in Percentage,
2035,October,Madhya Pradesh,Male,30.90,value in Percentage,
2035,October,Madhya Pradesh,Female,29.77,value in Percentage,
2035,October,Lakshadweep,Total,100.0,value in Percentage,
2035,October,Lakshadweep,Male,100.0,value in Percentage,
2035,October,Lakshadweep,Female,100.0,value in Percentage,
2035,October,Ladakh,Total,40.63,value in Percentage,
2035,October,Ladakh,Male,48.40,value in Percentage,
2035,October,Ladakh,Female,31.12,value in Percentage,
2035,October,Kerala,Total,95.99,value in Percentage,
2035,October,Kerala,Male,95.44,value in Percentage,
2035,October,Kerala,Female,96.51,value in Percentage,
2035,October,Karnataka,Total,50.54,value in Percentage,
2035,October,Karnataka,Male,50.77,value in Percentage,
2035,October,Karnataka,Female,50.30,value in Percentage,
2035,October,Jharkhand,Total,28.31,value in Percentage,
2035,October,Jharkhand,Male,29.14,value in Percentage,
2035,October,Jharkhand,Female,27.45,value in Percentage,
2035,October,Jammu and Kashmir,Total,33.83,value in Percentage,
2035,October,Jammu and Kashmir,Male,35.36,value in Percentage,
2035,October,Jammu and Kashmir,Female,32.18,value in Percentage,
2035,October,Himachal Pradesh,Total,10.62,value in Percentage,
2035,October,Himachal Pradesh,Male,11.30,value in Percentage,
2035,October,Himachal Pradesh,Female,9.91,value in Percentage,
2035,October,Haryana,Total,49.36,value in Percentage,
2035,October,Haryana,Male,50.27,value in Percentage,
2035,October,Haryana,Female,48.34,value in Percentage,
2035,October,Gujarat,Total,54.80,value in Percentage,
2035,October,Gujarat,Male,55.38,value in Percentage,
2035,October,Gujarat,Female,54.15,value in Percentage,
2035,October,Goa,Total,87.88,value in Percentage,
2035,October,Goa,Male,89.70,value in Percentage,
2035,October,Goa,Female,86.06,value in Percentage,
2035,October,Delhi,Total,100.0,value in Percentage,
2035,October,Delhi,Male,100.0,value in Percentage,
2035,October,Delhi,Female,100.0,value in Percentage,
2035,October,Daman and Diu,Total,99.29,value in Percentage,
2035,October,Daman and Diu,Male,99.29,value in Percentage,
2035,October,Daman and Diu,Female,99.29,value in Percentage,
2035,October,Dadra and Nagar Haveli,Total,80.49,value in Percentage,
2035,October,Dadra and Nagar Haveli,Male,72.36,value in Percentage,
2035,October,Dadra and Nagar Haveli,Female,96.36,value in Percentage,
2035,October,Chhattisgarh,Total,31.14,value in Percentage,
2035,October,Chhattisgarh,Male,31.78,value in Percentage,
2035,October,Chhattisgarh,Female,30.51,value in Percentage,
2035,October,Chandigarh,Total,100.0,value in Percentage,
2035,October,Chandigarh,Male,100.0,value in Percentage,
2035,October,Chandigarh,Female,100.0,value in Percentage,
2035,October,Bihar,Total,13.26,value in Percentage,
2035,October,Bihar,Male,13.53,value in Percentage,
2035,October,Bihar,Female,12.96,value in Percentage,
2035,October,Assam,Total,17.11,value in Percentage,
2035,October,Assam,Male,17.37,value in Percentage,
2035,October,Assam,Female,16.84,value in Percentage,
2035,October,Arunachal Pradesh,Total,28.50,value in Percentage,
2035,October,Arunachal Pradesh,Male,29.50,value in Percentage,
2035,October,Arunachal Pradesh,Female,27.45,value in Percentage,
2035,October,Andhra Pradesh,Total,44.46,value in Percentage,
2035,October,Andhra Pradesh,Male,44.91,value in Percentage,
2035,October,Andhra Pradesh,Female,44.02,value in Percentage,
2035,October,Andaman and Nicobar Islands,Total,51.28,value in Percentage,
2035,October,Andaman and Nicobar Islands,Male,52.18,value in Percentage,
2035,October,Andaman and Nicobar Islands,Female,50.28,value in Percentage,
2035,October,All India,Total,38.93,value in Percentage,
2035,October,All India,Male,39.44,value in Percentage,
2035,October,All India,Female,38.38,value in Percentage,
2035,March,West Bengal,Total,41.97,value in Percentage,
2035,March,West Bengal,Male,42.64,value in Percentage,
2035,March,West Bengal,Female,41.28,value in Percentage,
2035,March,Uttarakhand,Total,41.52,value in Percentage,
2035,March,Uttarakhand,Male,42.91,value in Percentage,
2035,March,Uttarakhand,Female,40.06,value in Percentage,
2035,March,Uttar Pradesh,Total,25.75,value in Percentage,
2035,March,Uttar Pradesh,Male,26.25,value in Percentage,
2035,March,Uttar Pradesh,Female,25.22,value in Percentage,
2035,March,Tripura,Total,52.76,value in Percentage,
2035,March,Tripura,Male,52.90,value in Percentage,
2035,March,Tripura,Female,52.61,value in Percentage,
2035,March,Telangana,Total,56.55,value in Percentage,
2035,March,Telangana,Male,56.80,value in Percentage,
2035,March,Telangana,Female,56.31,value in Percentage,
2035,March,Tamil Nadu,Total,59.16,value in Percentage,
2035,March,Tamil Nadu,Male,59.59,value in Percentage,
2035,March,Tamil Nadu,Female,58.74,value in Percentage,
2035,March,Sikkim,Total,72.80,value in Percentage,
2035,March,Sikkim,Male,72.59,value in Percentage,
2035,March,Sikkim,Female,73.09,value in Percentage,
2035,March,Rajasthan,Total,28.31,value in Percentage,
2035,March,Rajasthan,Male,29.08,value in Percentage,
2035,March,Rajasthan,Female,27.51,value in Percentage,
2035,March,Punjab,Total,46.25,value in Percentage,
2035,March,Punjab,Male,47.21,value in Percentage,
2035,March,Punjab,Female,45.19,value in Percentage,
2035,March,Puducherry,Total,71.72,value in Percentage,
2035,March,Puducherry,Male,76.82,value in Percentage,
2035,March,Puducherry,Female,67.42,value in Percentage,
2035,March,Odisha,Total,21.09,value in Percentage,
2035,March,Odisha,Male,21.80,value in Percentage,
2035,March,Odisha,Female,20.38,value in Percentage,
2035,March,Nagaland,Total,62.94,value in Percentage,
2035,March,Nagaland,Male,64.28,value in Percentage,
2035,March,Nagaland,Female,61.54,value in Percentage,
2035,March,Mizoram,Total,57.85,value in Percentage,
2035,March,Mizoram,Male,57.74,value in Percentage,
2035,March,Mizoram,Female,57.96,value in Percentage,
2035,March,Meghalaya,Total,21.23,value in Percentage,
2035,March,Meghalaya,Male,21.30,value in Percentage,
2035,March,Meghalaya,Female,21.16,value in Percentage,
2035,March,Manipur,Total,35.64,value in Percentage,
2035,March,Manipur,Male,35.24,value in Percentage,
2035,March,Manipur,Female,36.02,value in Percentage,
2035,March,Maharashtra,Total,51.80,value in Percentage,
2035,March,Maharashtra,Male,52.28,value in Percentage,
2035,March,Maharashtra,Female,51.28,value in Percentage,
2035,March,Madhya Pradesh,Total,30.29,value in Percentage,
2035,March,Madhya Pradesh,Male,30.83,value in Percentage,
2035,March,Madhya Pradesh,Female,29.72,value in Percentage,
2035,March,Lakshadweep,Total,100.0,value in Percentage,
2035,March,Lakshadweep,Male,100.0,value in Percentage,
2035,March,Lakshadweep,Female,100.0,value in Percentage,
2035,March,Ladakh,Total,40.32,value in Percentage,
2035,March,Ladakh,Male,47.99,value in Percentage,
2035,March,Ladakh,Female,30.92,value in Percentage,
2035,March,Kerala,Total,95.38,value in Percentage,
2035,March,Kerala,Male,94.83,value in Percentage,
2035,March,Kerala,Female,95.88,value in Percentage,
