fiscal_year,year,month,state,category,tax_type,amount,unit,notes
2025-26,2026,February,Meghalaya,GST collected from State,Total Tax Collection,208.1,amount in rupees crores,
2025-26,2026,February,Mizoram,GST collected from State,Total Tax Collection,34.339999999999996,amount in rupees crores,
2025-26,2026,February,Nagaland,GST collected from State,Total Tax Collection,68.39,amount in rupees crores,
2025-26,2026,February,OIDAR,GST collected from State,Total Tax Collection,466.31,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2025-26,2026,February,Odisha,GST collected from State,Total Tax Collection,4346.6,amount in rupees crores,
2025-26,2026,February,Other Territory,GST collected from State,Total Tax Collection,250.82,amount in rupees crores,state: Represents territories other than States/UTs
2025-26,2026,February,Puducherry,GST collected from State,Total Tax Collection,192.01,amount in rupees crores,
2025-26,2026,February,Punjab,GST collected from State,Total Tax Collection,2356.63,amount in rupees crores,
2025-26,2026,February,Rajasthan,GST collected from State,Total Tax Collection,4317.5599999999995,amount in rupees crores,
2025-26,2026,February,Sikkim,GST collected from State,Total Tax Collection,173.22,amount in rupees crores,
2025-26,2026,February,Tamil Nadu,GST collected from State,Total Tax Collection,11009.19,amount in rupees crores,
2025-26,2026,February,Telangana,GST collected from State,Total Tax Collection,5267.17,amount in rupees crores,
2025-26,2026,February,Tripura,GST collected from State,Total Tax Collection,111.73,amount in rupees crores,
2025-26,2026,February,Uttar Pradesh,GST collected from State,Total Tax Collection,7932.52,amount in rupees crores,
2025-26,2026,February,Uttarakhand,GST collected from State,Total Tax Collection,1341.1,amount in rupees crores,
2025-26,2026,February,West Bengal,GST collected from State,Total Tax Collection,5221.15,amount in rupees crores,
2025-26,2026,January,Jammu and Kashmir,GST collected from State,CGST,224.97,amount in rupees crores,
2025-26,2026,January,Himachal Pradesh,GST collected from State,CGST,172.88,amount in rupees crores,
2025-26,2026,January,Punjab,GST collected from State,CGST,634.04,amount in rupees crores,
2025-26,2026,January,Chandigarh,GST collected from State,CGST,63.84,amount in rupees crores,
2025-26,2026,January,Uttarakhand,GST collected from State,CGST,311.86,amount in rupees crores,
2025-26,2026,January,Haryana,GST collected from State,CGST,1654.0,amount in rupees crores,
2025-26,2026,January,Delhi,GST collected from State,CGST,1334.94,amount in rupees crores,
2025-26,2026,January,Rajasthan,GST collected from State,CGST,1370.56,amount in rupees crores,
2025-26,2026,January,Uttar Pradesh,GST collected from State,CGST,2294.85,amount in rupees crores,
2025-26,2026,January,Bihar,GST collected from State,CGST,421.28,amount in rupees crores,
2025-26,2026,January,Sikkim,GST collected from State,CGST,28.66,amount in rupees crores,
2025-26,2026,January,Arunachal Pradesh,GST collected from State,CGST,43.95,amount in rupees crores,
2025-26,2026,January,Nagaland,GST collected from State,CGST,21.36,amount in rupees crores,
2025-26,2026,January,Manipur,GST collected from State,CGST,19.77,amount in rupees crores,
2025-26,2026,January,Mizoram,GST collected from State,CGST,11.43,amount in rupees crores,
2025-26,2026,January,Tripura,GST collected from State,CGST,41.25,amount in rupees crores,
2025-26,2026,January,Meghalaya,GST collected from State,CGST,54.06,amount in rupees crores,
2025-26,2026,January,Assam,GST collected from State,CGST,414.71,amount in rupees crores,
2025-26,2026,January,West Bengal,GST collected from State,CGST,1872.17,amount in rupees crores,
2025-26,2026,January,Jharkhand,GST collected from State,CGST,602.52,amount in rupees crores,
2025-26,2026,January,Odisha,GST collected from State,CGST,1313.93,amount in rupees crores,
2025-26,2026,January,Chhattisgarh,GST collected from State,CGST,706.66,amount in rupees crores,
2025-26,2026,January,Madhya Pradesh,GST collected from State,CGST,1039.48,amount in rupees crores,
2025-26,2026,January,Gujarat,GST collected from State,CGST,3682.32,amount in rupees crores,
2025-26,2026,January,Daman and Diu,GST collected from State,CGST,0.0,amount in rupees crores,
2025-26,2026,January,Dadra and Nagar Haveli,GST collected from State,CGST,53.07,amount in rupees crores,
2025-26,2026,January,Maharashtra,GST collected from State,CGST,9353.92,amount in rupees crores,
2025-26,2026,January,Karnataka,GST collected from State,CGST,3656.2,amount in rupees crores,
2025-26,2026,January,Goa,GST collected from State,CGST,205.66,amount in rupees crores,
2025-26,2026,January,Lakshadweep,GST collected from State,CGST,0.38,amount in rupees crores,
2025-26,2026,January,Kerala,GST collected from State,CGST,1239.28,amount in rupees crores,
2025-26,2026,January,Tamil Nadu,GST collected from State,CGST,3066.33,amount in rupees crores,
2025-26,2026,January,Puducherry,GST collected from State,CGST,38.33,amount in rupees crores,
2025-26,2026,January,Andaman and Nicobar Islands,GST collected from State,CGST,17.1,amount in rupees crores,
2025-26,2026,January,Telangana,GST collected from State,CGST,1760.95,amount in rupees crores,
2025-26,2026,January,Andhra Pradesh,GST collected from State,CGST,1007.68,amount in rupees crores,
2025-26,2026,January,Ladakh,GST collected from State,CGST,24.04,amount in rupees crores,
2025-26,2026,January,Other Territory,GST collected from State,CGST,33.4,amount in rupees crores,state: Represents territories other than States/UTs
2025-26,2026,January,OIDAR,GST collected from State,CGST,0.0,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2025-26,2026,January,Jammu and Kashmir,GST collected from State,SGST,292.6,amount in rupees crores,
2025-26,2026,January,Himachal Pradesh,GST collected from State,SGST,239.18,amount in rupees crores,
2025-26,2026,January,Punjab,GST collected from State,SGST,938.46,amount in rupees crores,
2025-26,2026,January,Chandigarh,GST collected from State,SGST,89.45,amount in rupees crores,
2025-26,2026,January,Uttarakhand,GST collected from State,SGST,470.4,amount in rupees crores,
2025-26,2026,January,Haryana,GST collected from State,SGST,2173.85,amount in rupees crores,
2025-26,2026,January,Delhi,GST collected from State,SGST,1609.34,amount in rupees crores,
2025-26,2026,January,Rajasthan,GST collected from State,SGST,1807.52,amount in rupees crores,
2025-26,2026,January,Uttar Pradesh,GST collected from State,SGST,3003.33,amount in rupees crores,
2025-26,2026,January,Bihar,GST collected from State,SGST,926.21,amount in rupees crores,
2025-26,2026,January,Sikkim,GST collected from State,SGST,34.83,amount in rupees crores,
2025-26,2026,January,Arunachal Pradesh,GST collected from State,SGST,51.23,amount in rupees crores,
2025-26,2026,January,Nagaland,GST collected from State,SGST,25.96,amount in rupees crores,
2025-26,2026,January,Manipur,GST collected from State,SGST,26.61,amount in rupees crores,
2025-26,2026,January,Mizoram,GST collected from State,SGST,16.61,amount in rupees crores,
2025-26,2026,January,Tripura,GST collected from State,SGST,55.09,amount in rupees crores,
2025-26,2026,January,Meghalaya,GST collected from State,SGST,69.6,amount in rupees crores,
2025-26,2026,January,Assam,GST collected from State,SGST,571.9,amount in rupees crores,
2025-26,2026,January,West Bengal,GST collected from State,SGST,2150.6,amount in rupees crores,
2025-26,2026,January,Jharkhand,GST collected from State,SGST,766.37,amount in rupees crores,
2025-26,2026,January,Odisha,GST collected from State,SGST,1668.52,amount in rupees crores,
2025-26,2026,January,Chhattisgarh,GST collected from State,SGST,815.18,amount in rupees crores,
2025-26,2026,January,Madhya Pradesh,GST collected from State,SGST,1280.19,amount in rupees crores,
2025-26,2026,January,Gujarat,GST collected from State,SGST,4338.11,amount in rupees crores,
2025-26,2026,January,Daman and Diu,GST collected from State,SGST,0.0,amount in rupees crores,
2025-26,2026,January,Dadra and Nagar Haveli,GST collected from State,SGST,67.63,amount in rupees crores,
2025-26,2026,January,Maharashtra,GST collected from State,SGST,10571.83,amount in rupees crores,
2025-26,2026,January,Karnataka,GST collected from State,SGST,4425.49,amount in rupees crores,
2025-26,2026,January,Goa,GST collected from State,SGST,261.25,amount in rupees crores,
2025-26,2026,January,Lakshadweep,GST collected from State,SGST,0.5,amount in rupees crores,
2025-26,2026,January,Kerala,GST collected from State,SGST,1488.5,amount in rupees crores,
2025-26,2026,January,Tamil Nadu,GST collected from State,SGST,3947.34,amount in rupees crores,
2025-26,2026,January,Puducherry,GST collected from State,SGST,59.36,amount in rupees crores,
2025-26,2026,January,Andaman and Nicobar Islands,GST collected from State,SGST,20.54,amount in rupees crores,
2025-26,2026,January,Telangana,GST collected from State,SGST,2189.96,amount in rupees crores,
2025-26,2026,January,Andhra Pradesh,GST collected from State,SGST,1283.73,amount in rupees crores,
2025-26,2026,January,Ladakh,GST collected from State,SGST,30.94,amount in rupees crores,
2025-26,2026,January,Other Territory,GST collected from State,SGST,49.25,amount in rupees crores,state: Represents territories other than States/UTs
2025-26,2026,January,OIDAR,GST collected from State,SGST,0.0,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2025-26,2026,January,Jammu and Kashmir,GST collected from State,IGST,101.94,amount in rupees crores,
2025-26,2026,January,Himachal Pradesh,GST collected from State,IGST,268.66,amount in rupees crores,
2025-26,2026,January,Punjab,GST collected from State,IGST,822.76,amount in rupees crores,
2025-26,2026,January,Chandigarh,GST collected from State,IGST,136.46,amount in rupees crores,
2025-26,2026,January,Uttarakhand,GST collected from State,IGST,687.53,amount in rupees crores,
2025-26,2026,January,Haryana,GST collected from State,IGST,6651.92,amount in rupees crores,
2025-26,2026,January,Delhi,GST collected from State,IGST,3553.91,amount in rupees crores,
2025-26,2026,January,Rajasthan,GST collected from State,IGST,1464.17,amount in rupees crores,
2025-26,2026,January,Uttar Pradesh,GST collected from State,IGST,3080.54,amount in rupees crores,
2025-26,2026,January,Bihar,GST collected from State,IGST,238.05,amount in rupees crores,
2025-26,2026,January,Sikkim,GST collected from State,IGST,88.21,amount in rupees crores,
2025-26,2026,January,Arunachal Pradesh,GST collected from State,IGST,15.54,amount in rupees crores,
2025-26,2026,January,Nagaland,GST collected from State,IGST,14.41,amount in rupees crores,
2025-26,2026,January,Manipur,GST collected from State,IGST,8.61,amount in rupees crores,
2025-26,2026,January,Mizoram,GST collected from State,IGST,5.0,amount in rupees crores,
2025-26,2026,January,Tripura,GST collected from State,IGST,16.78,amount in rupees crores,
2025-26,2026,January,Meghalaya,GST collected from State,IGST,70.67,amount in rupees crores,
2025-26,2026,January,Assam,GST collected from State,IGST,298.0,amount in rupees crores,
2025-26,2026,January,West Bengal,GST collected from State,IGST,1482.96,amount in rupees crores,
2025-26,2026,January,Jharkhand,GST collected from State,IGST,1056.8,amount in rupees crores,
2025-26,2026,January,Odisha,GST collected from State,IGST,1157.08,amount in rupees crores,
2025-26,2026,January,Chhattisgarh,GST collected from State,IGST,897.08,amount in rupees crores,
2025-26,2026,January,Madhya Pradesh,GST collected from State,IGST,920.09,amount in rupees crores,
2025-26,2026,January,Gujarat,GST collected from State,IGST,3965.65,amount in rupees crores,
2025-26,2026,January,Daman and Diu,GST collected from State,IGST,0.0,amount in rupees crores,
2025-26,2026,January,Dadra and Nagar Haveli,GST collected from State,IGST,306.58,amount in rupees crores,
2025-26,2026,January,Maharashtra,GST collected from State,IGST,12902.61,amount in rupees crores,
2025-26,2026,January,Karnataka,GST collected from State,IGST,6094.15,amount in rupees crores,
2025-26,2026,January,Goa,GST collected from State,IGST,150.11,amount in rupees crores,
2025-26,2026,January,Lakshadweep,GST collected from State,IGST,0.62,amount in rupees crores,
2025-26,2026,January,Kerala,GST collected from State,IGST,532.61,amount in rupees crores,
2025-26,2026,January,Tamil Nadu,GST collected from State,IGST,3893.34,amount in rupees crores,
2025-26,2026,January,Puducherry,GST collected from State,IGST,119.46,amount in rupees crores,
2025-26,2026,January,Andaman and Nicobar Islands,GST collected from State,IGST,8.97,amount in rupees crores,
2025-26,2026,January,Telangana,GST collected from State,IGST,1753.26,amount in rupees crores,
2025-26,2026,January,Andhra Pradesh,GST collected from State,IGST,1183.23,amount in rupees crores,
2025-26,2026,January,Ladakh,GST collected from State,IGST,8.25,amount in rupees crores,
2025-26,2026,January,Other Territory,GST collected from State,IGST,176.77,amount in rupees crores,state: Represents territories other than States/UTs
2025-26,2026,January,OIDAR,GST collected from State,IGST,389.69,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2025-26,2026,January,All India,GST collected from State,CGST,38791.83,amount in rupees crores,
2025-26,2026,January,All India,GST collected from State,IGST,54522.47,amount in rupees crores,
2025-26,2026,January,All India,GST collected from State,SGST,47817.46,amount in rupees crores,
2025-26,2026,January,All India,GST collected from State,Total Tax Collection,141131.76,amount in rupees crores,
