fiscal_year,month,state,district_as_per_source,district_as_per_lgd,district_lgd_code,volume,units,notes
2024-25,October,Karnataka,Belgaum,Belagavi,527.0,1.83,volume in millions,
2024-25,October,Karnataka,Dakshina Kannada,Dakshina Kannada,534.0,1.2,volume in millions,
2024-25,October,Karnataka,Mysore,Mysuru,545.0,1.75,volume in millions,
2024-25,October,Karnataka,Rest of locations,,,14.61,volume in millions,
2024-25,October,Kerala,Ernakulam,Ernakulam,555.0,2.87,volume in millions,
2024-25,October,Kerala,Kollam,Kollam,559.0,2.27,volume in millions,
2024-25,October,Kerala,Malappuram,Malappuram,562.0,3.84,volume in millions,
2024-25,October,Kerala,Rest of locations,,,10.59,volume in millions,
2024-25,October,Kerala,Thiruvananthapuram,Thiruvananthapuram,565.0,2.75,volume in millions,
2024-25,October,Kerala,Thrissur,Thrissur,566.0,2.06,volume in millions,
2024-25,October,Ladakh,Leh Ladakh,Leh Ladakh,9.0,0.1,volume in millions,
2024-25,October,Lakshadweep,Lakshadweep District,Lakshadweep District,553.0,0.01,volume in millions,
2024-25,October,Madhya Pradesh,Bhopal,Bhopal,396.0,1.23,volume in millions,
2024-25,October,Madhya Pradesh,Dhar,Dhar,403.0,0.5,volume in millions,
2024-25,October,Madhya Pradesh,Gwalior,Gwalior,407.0,0.65,volume in millions,
2024-25,October,Madhya Pradesh,Indore,Indore,410.0,2.0,volume in millions,
2024-25,October,Madhya Pradesh,Jabalpur,Jabalpur,411.0,0.63,volume in millions,
2024-25,October,Madhya Pradesh,Rest of locations,,,7.75,volume in millions,
2024-25,October,Maharashtra,Mumbai,Mumbai,482.0,9.19,volume in millions,
2024-25,October,Maharashtra,Nagpur,Nagpur,484.0,2.76,volume in millions,
2024-25,October,Maharashtra,Nashik,Nashik,487.0,2.08,volume in millions,
2024-25,October,Maharashtra,Pune,Pune,490.0,8.68,volume in millions,
2024-25,October,Maharashtra,Rest of locations,,,18.57,volume in millions,
2024-25,October,Maharashtra,Thane,Thane,497.0,12.73,volume in millions,
2024-25,October,Manipur,Bishnupur,Bishnupur,252.0,0.05,volume in millions,
2024-25,October,Manipur,Churachandpur,Churachandpur,254.0,0.06,volume in millions,
2024-25,October,Manipur,Imphal East,Imphal East,255.0,0.08,volume in millions,
2024-25,October,Manipur,Imphal West,Imphal West,256.0,0.31,volume in millions,
2024-25,October,Manipur,Rest of locations,,,0.07,volume in millions,
2024-25,October,Manipur,Thoubal,Thoubal,259.0,0.09,volume in millions,
2024-25,October,Meghalaya,East Jaintia Hills,East Jaintia Hills,657.0,0.08,volume in millions,
2024-25,October,Meghalaya,East Khasi Hills,East Khasi Hills,274.0,0.37,volume in millions,
2024-25,October,Meghalaya,Rest of locations,,,0.04,volume in millions,
2024-25,October,Meghalaya,Ri Bhoi,Ri Bhoi,276.0,0.05,volume in millions,
2024-25,October,Meghalaya,West Garo Hills,West Garo Hills,278.0,0.11,volume in millions,
2024-25,October,Meghalaya,West Khasi Hills,West Khasi Hills,279.0,0.05,volume in millions,
2024-25,October,Mizoram,Aizawl,Aizawl,261.0,0.35,volume in millions,
2024-25,October,Mizoram,Champhai,Champhai,262.0,0.04,volume in millions,
2024-25,October,Mizoram,Kolasib,Kolasib,263.0,0.03,volume in millions,
2024-25,October,Mizoram,Lawngtlai,Lawngtlai,264.0,0.04,volume in millions,
2024-25,October,Mizoram,Lunglei,Lunglei,265.0,0.05,volume in millions,
2024-25,October,Mizoram,Rest of locations,,,0.04,volume in millions,
2024-25,October,Nagaland,Dimapur,Dimapur,244.0,0.19,volume in millions,
2024-25,October,Nagaland,Kohima,Kohima,245.0,0.12,volume in millions,
2024-25,October,Nagaland,Mokokchung,Mokokchung,246.0,0.03,volume in millions,
2024-25,October,Nagaland,Mon,Mon,247.0,0.03,volume in millions,
2024-25,October,Nagaland,Rest of locations,,,0.05,volume in millions,
2024-25,October,Nagaland,Wokha,Wokha,250.0,0.03,volume in millions,
2024-25,October,Odisha,Baleshwar,Balasore,346.0,1.46,volume in millions,
2024-25,October,Odisha,Cuttack,Cuttack,350.0,0.93,volume in millions,
2024-25,October,Odisha,Ganjam,Ganjam,354.0,0.81,volume in millions,
2024-25,October,Odisha,Khordha,Khordha,362.0,1.64,volume in millions,
2024-25,October,Odisha,Mayurbhanj,Mayurbhanj,365.0,0.67,volume in millions,
2024-25,October,Odisha,Rest of locations,,,6.99,volume in millions,
2024-25,October,Others,Others,Others,0.0,1.58,volume in millions,
2024-25,October,Puducherry,Karaikal,Karaikal,598.0,0.19,volume in millions,
2024-25,October,Puducherry,Mahe,Mahe,,0.0,volume in millions,
2024-25,October,Puducherry,Pondicherry,Puducherry,600.0,1.07,volume in millions,
2024-25,October,Punjab,Amritsar,Amritsar,27.0,1.14,volume in millions,
2024-25,October,Punjab,Gurdaspur,Gurdaspur,32.0,0.89,volume in millions,
2024-25,October,Punjab,Jalandhar,Jalandhar,34.0,1.06,volume in millions,
2024-25,October,Punjab,Ludhiana,Ludhiana,36.0,2.11,volume in millions,
2024-25,October,Punjab,Rest of locations,,,4.69,volume in millions,
2024-25,October,Punjab,Rupnagar,Rupnagar,42.0,0.84,volume in millions,
2024-25,October,Rajasthan,Alwar,Alwar,87.0,0.98,volume in millions,
2024-25,October,Rajasthan,Dausa,Dausa,97.0,0.73,volume in millions,
2024-25,October,Rajasthan,Jaipur,Jaipur,102.0,2.69,volume in millions,
2024-25,October,Rajasthan,Jodhpur,Jodhpur,107.0,0.81,volume in millions,
2024-25,October,Rajasthan,Nagaur,Nagaur,110.0,0.7,volume in millions,
2024-25,October,Rajasthan,Rest of locations,,,6.32,volume in millions,
2024-25,October,Sikkim,Gangtok,Gangtok,225.0,0.23,volume in millions,
2024-25,October,Sikkim,Gyalshing,Gyalshing,228.0,0.05,volume in millions,
2024-25,October,Sikkim,Mangan,Mangan,226.0,0.01,volume in millions,
2024-25,October,Sikkim,Namchi,Namchi,227.0,0.05,volume in millions,
2024-25,October,Tamil Nadu,Chennai,Chennai,568.0,4.11,volume in millions,
2024-25,October,Tamil Nadu,Coimbatore,Coimbatore,569.0,6.3,volume in millions,
2024-25,October,Tamil Nadu,Kanchipuram,Kancheepuram,574.0,5.63,volume in millions,
2024-25,October,Tamil Nadu,Rest of locations,,,36.25,volume in millions,
2024-25,October,Tamil Nadu,Tiruvallur,Thiruvallur,589.0,4.33,volume in millions,
2024-25,October,Tamil Nadu,Vellore,Vellore,595.0,3.11,volume in millions,
2024-25,October,Telangana,Hyderabad,Hyderabad,507.0,4.56,volume in millions,
2024-25,October,Telangana,Karimnagar,Karimnagar,508.0,0.93,volume in millions,
2024-25,October,Telangana,Medak,Medak,513.0,0.98,volume in millions,
2024-25,October,Telangana,Rangareddy,Ranga Reddy,518.0,2.36,volume in millions,
2024-25,October,Telangana,Rest of locations,,,2.77,volume in millions,
2024-25,October,Telangana,Warangal,Warangal,522.0,0.71,volume in millions,
2024-25,October,Tripura,Dhalai,Dhalai,269.0,0.05,volume in millions,
2024-25,October,Tripura,North Tripura,North Tripura,270.0,0.18,volume in millions,
2024-25,October,Tripura,South Tripura,South Tripura,271.0,0.12,volume in millions,
2024-25,October,Tripura,West Tripura,West Tripura,272.0,0.57,volume in millions,
2024-25,October,Uttar Pradesh,Allahabad,Prayagraj,120.0,1.38,volume in millions,
2024-25,October,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,144.0,2.38,volume in millions,
2024-25,October,Uttar Pradesh,Ghaziabad,Ghaziabad,145.0,2.36,volume in millions,
2024-25,October,Uttar Pradesh,Lucknow,Lucknow,162.0,2.85,volume in millions,
2024-25,October,Uttar Pradesh,Rest of locations,,,24.66,volume in millions,
2024-25,October,Uttar Pradesh,Varanasi,Varanasi,187.0,1.44,volume in millions,
2024-25,October,Uttarakhand,Almora,Almora,45.0,0.2,volume in millions,
2024-25,October,Uttarakhand,Dehradun,Dehradun,49.0,1.35,volume in millions,
2024-25,October,Uttarakhand,Haridwar,Haridwar,50.0,0.84,volume in millions,
2024-25,October,Uttarakhand,Nainital,Nainital,51.0,0.47,volume in millions,
2024-25,October,Uttarakhand,Rest of locations,,,0.74,volume in millions,
2024-25,October,Uttarakhand,Udham Singh Nagar,Udam Singh Nagar,56.0,0.83,volume in millions,
2024-25,October,West Bengal,Howrah,Howrah,313.0,1.52,volume in millions,
2024-25,October,West Bengal,Kolkata,Kolkata,315.0,3.43,volume in millions,
2024-25,October,West Bengal,North 24 Parganas,North 24 Parganas,303.0,3.04,volume in millions,
2024-25,October,West Bengal,Purba Bardhaman,Purba Bardhaman,306.0,1.85,volume in millions,
2024-25,October,West Bengal,Rest Of Locations,,,9.99,volume in millions,
2024-25,October,West Bengal,South 24 Parganas,South 24 Parganas,304.0,1.62,volume in millions,
2024-25,September,Andaman and Nicobar Islands,Nicobars,Nicobars,603.0,0.0,volume in millions,
2024-25,September,Andaman and Nicobar Islands,North and Middle Andaman,North and Middle Andaman,632.0,0.02,volume in millions,
2024-25,September,Andaman and Nicobar Islands,South Andaman,South Andamans,602.0,0.11,volume in millions,
2024-25,September,Andhra Pradesh,Chittoor,Chittoor,503.0,1.8,volume in millions,
2024-25,September,Andhra Pradesh,East Godavari,East Godavari,505.0,1.32,volume in millions,
2024-25,September,Andhra Pradesh,Guntur,Guntur,506.0,1.3,volume in millions,
2024-25,September,Andhra Pradesh,Krishna,Krishna,510.0,1.51,volume in millions,
2024-25,September,Andhra Pradesh,Rest of locations,,,5.7,volume in millions,
2024-25,September,Andhra Pradesh,Visakhapatnam,Visakhapatnam,520.0,1.93,volume in millions,
2024-25,September,Arunachal Pradesh,East Siang,East Siang,232.0,0.03,volume in millions,
2024-25,September,Arunachal Pradesh,Lohit,Lohit,234.0,0.03,volume in millions,
2024-25,September,Arunachal Pradesh,Lower Subansiri,Lower Subansiri,236.0,0.04,volume in millions,
2024-25,September,Arunachal Pradesh,Papum Pare,Papum Pare,237.0,0.11,volume in millions,
2024-25,September,Arunachal Pradesh,Rest of locations,,,0.08,volume in millions,
2024-25,September,Arunachal Pradesh,West Siang,West Siang,243.0,0.02,volume in millions,
2024-25,September,Assam,Cachar,Cachar,282.0,0.41,volume in millions,
2024-25,September,Assam,Dibrugarh,Dibrugarh,286.0,0.38,volume in millions,
2024-25,September,Assam,Kamrup,Kamrup,291.0,1.62,volume in millions,
2024-25,September,Assam,Nagaon,Nagaon,297.0,0.56,volume in millions,
2024-25,September,Assam,Rest of locations,,,3.62,volume in millions,
2024-25,September,Assam,Sonitpur,Sonitpur,301.0,0.38,volume in millions,
2024-25,September,Bihar,Gaya,Gaya,196.0,0.41,volume in millions,
2024-25,September,Bihar,Muzaffarpur,Muzaffarpur,208.0,0.55,volume in millions,
2024-25,September,Bihar,Patna,Patna,212.0,2.03,volume in millions,
2024-25,September,Bihar,Rest of locations,,,6.63,volume in millions,
2024-25,September,Bihar,Vaishali,Vaishali,224.0,0.53,volume in millions,
2024-25,September,Bihar,West Champaran,Pashchim Champaran,211.0,0.55,volume in millions,
2024-25,September,Chandigarh,Bastanar,,,0.0,volume in millions,
2024-25,September,Chandigarh,Chandigarh,Chandigarh,44.0,0.75,volume in millions,
2024-25,September,Chhattisgarh,Bilaspur,Bilaspur,375.0,0.59,volume in millions,
2024-25,September,Chhattisgarh,Durg,Durg,378.0,1.08,volume in millions,
2024-25,September,Chhattisgarh,Korba,Korba,383.0,0.36,volume in millions,
2024-25,September,Chhattisgarh,Raipur,Raipur,387.0,1.43,volume in millions,
2024-25,September,Chhattisgarh,Rajnandgaon,Rajnandgaon,388.0,0.36,volume in millions,
2024-25,September,Chhattisgarh,Rest of locations,,,2.12,volume in millions,
2024-25,September,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Dadra and Nagar Haveli,465.0,0.32,volume in millions,
2024-25,September,Dadra and Nagar Haveli,Korba,,,0.0,volume in millions,
2024-25,September,Daman and Diu,Daman,Daman,463.0,0.21,volume in millions,
2024-25,September,Daman and Diu,Diu,Diu,464.0,0.01,volume in millions,
2024-25,September,Delhi,East Delhi,East Delhi,78.0,1.47,volume in millions,
2024-25,September,Delhi,North West Delhi,North West Delhi,82.0,1.59,volume in millions,
2024-25,September,Delhi,Rest of locations,,,2.08,volume in millions,
2024-25,September,Delhi,South Delhi,South Delhi,83.0,1.71,volume in millions,
2024-25,September,Delhi,South West Delhi,South West Delhi,84.0,1.85,volume in millions,
2024-25,September,Delhi,West Delhi,West Delhi,85.0,1.44,volume in millions,
2024-25,September,Goa,Moira,,,0.0,volume in millions,
2024-25,September,Goa,North Goa,North Goa,551.0,0.63,volume in millions,
2024-25,September,Goa,Panaji,,,0.0,volume in millions,
2024-25,September,Goa,South Goa,South Goa,552.0,0.58,volume in millions,
2024-25,September,Gujarat,Ahmedabad,Ahmedabad,438.0,3.26,volume in millions,
2024-25,September,Gujarat,Banas Kantha,Banas Kantha,441.0,0.78,volume in millions,
2024-25,September,Gujarat,Rajkot,Rajkot,457.0,1.06,volume in millions,
2024-25,September,Gujarat,Rest of locations,,,7.83,volume in millions,
2024-25,September,Gujarat,Surat,Surat,459.0,3.13,volume in millions,
2024-25,September,Gujarat,Vadodara,Vadodara,461.0,1.58,volume in millions,
2024-25,September,Haryana,Ambala,Ambala,58.0,0.43,volume in millions,
2024-25,September,Haryana,Faridabad,Faridabad,60.0,1.28,volume in millions,
2024-25,September,Haryana,Gurgaon,Gurugram,62.0,2.11,volume in millions,
2024-25,September,Haryana,Karnal,Karnal,67.0,0.37,volume in millions,
2024-25,September,Haryana,Rest of locations,,,3.24,volume in millions,
2024-25,September,Haryana,Sonipat,Sonipat,75.0,0.43,volume in millions,
2024-25,September,Himachal Pradesh,Kangra,Kangra,18.0,0.39,volume in millions,
2024-25,September,Himachal Pradesh,Mandi,Mandi,22.0,0.17,volume in millions,
2024-25,September,Himachal Pradesh,Rest of locations,,,0.62,volume in millions,
2024-25,September,Himachal Pradesh,Shimla,Shimla,23.0,0.28,volume in millions,
2024-25,September,Himachal Pradesh,Sirmaur,Sirmaur,24.0,0.16,volume in millions,
2024-25,September,Himachal Pradesh,Solan,Solan,25.0,0.56,volume in millions,
2024-25,September,Jammu and Kashmir,Anantnag,Anantnag,1.0,0.17,volume in millions,
2024-25,September,Jammu and Kashmir,Jammu,Jammu,5.0,0.85,volume in millions,
2024-25,September,Jammu and Kashmir,Kathua,Kathua,7.0,0.16,volume in millions,
2024-25,September,Jammu and Kashmir,Rest of locations,,,0.75,volume in millions,
2024-25,September,Jammu and Kashmir,Srinagar,Srinagar,13.0,0.25,volume in millions,
2024-25,September,Jammu and Kashmir,Udhampur,Udhampur,14.0,0.18,volume in millions,
2024-25,September,Jharkhand,Bokaro,Bokaro,322.0,0.35,volume in millions,
2024-25,September,Jharkhand,Dhanbad,Dhanbad,325.0,0.57,volume in millions,
2024-25,September,Jharkhand,East Singhbhum,East Singhbum,327.0,0.81,volume in millions,
2024-25,September,Jharkhand,Ranchi,Ranchi,339.0,0.99,volume in millions,
2024-25,September,Jharkhand,Rest of locations,,,1.84,volume in millions,
2024-25,September,Jharkhand,West Singhbhum,West Singhbhum,343.0,0.28,volume in millions,
2024-25,September,Karnataka,Bangalore,,,8.26,volume in millions,
2024-25,September,Karnataka,Bangalore Rural,Bengaluru Rural,526.0,1.18,volume in millions,
2024-25,September,Karnataka,Belgaum,Belagavi,527.0,1.57,volume in millions,
2024-25,September,Karnataka,Dakshina Kannada,Dakshina Kannada,534.0,1.07,volume in millions,
2024-25,September,Karnataka,Mysore,Mysuru,545.0,1.51,volume in millions,
2024-25,September,Karnataka,Rest of locations,,,12.57,volume in millions,
2024-25,September,Kerala,Ernakulam,Ernakulam,555.0,2.81,volume in millions,
2024-25,September,Kerala,Kollam,Kollam,559.0,2.34,volume in millions,
2024-25,September,Kerala,Malappuram,Malappuram,562.0,3.61,volume in millions,
2024-25,September,Kerala,Rest of locations,,,10.59,volume in millions,
2024-25,September,Kerala,Thiruvananthapuram,Thiruvananthapuram,565.0,2.75,volume in millions,
2024-25,September,Kerala,Thrissur,Thrissur,566.0,2.02,volume in millions,
2024-25,September,Ladakh,Leh Ladakh,Leh Ladakh,9.0,0.1,volume in millions,
2024-25,September,Lakshadweep,Lakshadweep District,Lakshadweep District,553.0,0.01,volume in millions,
2024-25,September,Madhya Pradesh,Bhopal,Bhopal,396.0,1.08,volume in millions,
2024-25,September,Madhya Pradesh,Dhar,Dhar,403.0,0.44,volume in millions,
2024-25,September,Madhya Pradesh,Gwalior,Gwalior,407.0,0.54,volume in millions,
2024-25,September,Madhya Pradesh,Indore,Indore,410.0,1.76,volume in millions,
2024-25,September,Madhya Pradesh,Jabalpur,Jabalpur,411.0,0.55,volume in millions,
2024-25,September,Madhya Pradesh,Rest of locations,,,6.59,volume in millions,
2024-25,September,Maharashtra,Mumbai,Mumbai,482.0,7.85,volume in millions,
2024-25,September,Maharashtra,Nagpur,Nagpur,484.0,2.34,volume in millions,
2024-25,September,Maharashtra,Nashik,Nashik,487.0,1.69,volume in millions,
2024-25,September,Maharashtra,Pune,Pune,490.0,7.3,volume in millions,
2024-25,September,Maharashtra,Rest of locations,,,15.28,volume in millions,
2024-25,September,Maharashtra,Thane,Thane,497.0,10.69,volume in millions,
2024-25,September,Manipur,Bishnupur,Bishnupur,252.0,0.05,volume in millions,
2024-25,September,Manipur,Churachandpur,Churachandpur,254.0,0.05,volume in millions,
2024-25,September,Manipur,Imphal East,Imphal East,255.0,0.06,volume in millions,
2024-25,September,Manipur,Imphal West,Imphal West,256.0,0.26,volume in millions,
2024-25,September,Manipur,Rest of locations,,,0.06,volume in millions,
2024-25,September,Manipur,Thoubal,Thoubal,259.0,0.08,volume in millions,
2024-25,September,Meghalaya,East Jaintia Hills,East Jaintia Hills,657.0,0.08,volume in millions,
2024-25,September,Meghalaya,East Khasi Hills,East Khasi Hills,274.0,0.35,volume in millions,
2024-25,September,Meghalaya,Rest of locations,,,0.04,volume in millions,
2024-25,September,Meghalaya,Ri Bhoi,Ri Bhoi,276.0,0.05,volume in millions,
2024-25,September,Meghalaya,West Garo Hills,West Garo Hills,278.0,0.09,volume in millions,
2024-25,September,Meghalaya,West Khasi Hills,West Khasi Hills,279.0,0.05,volume in millions,
2024-25,September,Mizoram,Aizawl,Aizawl,261.0,0.33,volume in millions,
2024-25,September,Mizoram,Champhai,Champhai,262.0,0.04,volume in millions,
2024-25,September,Mizoram,Kolasib,Kolasib,263.0,0.03,volume in millions,
2024-25,September,Mizoram,Lawngtlai,Lawngtlai,264.0,0.03,volume in millions,
2024-25,September,Mizoram,Lunglei,Lunglei,265.0,0.05,volume in millions,
2024-25,September,Mizoram,Rest of locations,,,0.03,volume in millions,
2024-25,September,Nagaland,Dimapur,Dimapur,244.0,0.18,volume in millions,
2024-25,September,Nagaland,Kohima,Kohima,245.0,0.11,volume in millions,
2024-25,September,Nagaland,Mokokchung,Mokokchung,246.0,0.02,volume in millions,
2024-25,September,Nagaland,Mon,Mon,247.0,0.02,volume in millions,
2024-25,September,Nagaland,Rest of locations,,,0.03,volume in millions,
2024-25,September,Nagaland,Wokha,Wokha,250.0,0.02,volume in millions,
2024-25,September,Odisha,Baleshwar,Balasore,346.0,1.53,volume in millions,
2024-25,September,Odisha,Cuttack,Cuttack,350.0,0.87,volume in millions,
2024-25,September,Odisha,Ganjam,Ganjam,354.0,0.71,volume in millions,
2024-25,September,Odisha,Khordha,Khordha,362.0,1.51,volume in millions,
2024-25,September,Odisha,Mayurbhanj,Mayurbhanj,365.0,0.63,volume in millions,
